ID,LONG,LAT,SETCENS,AREAP,CODDIST,DISTRITO,CODSUBPREF,SUBPREF,REGIAO5,REGIAO8,NOME,ESPACO,ENDERECO,TELEFONE,BAIRRO,CEP,CT_TIPO,CT_DEPADM,INAUGURACAO,ASSENTOS
117,-46681507,-23670303,355030816000026,3550308005172,16,CAMPO GRANDE,14,SANTO AMARO,Sul,Sul 2,Casa de Cultura Vila São  Pedro (Cora Coralina),,"R Santana, 201 Vila São Pedro",,,04676-110,3,1
118,-46707264,-23650509,355030871000031,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Casa Amarela,,"Pc Floriano Peixoto, 131",5548-1115,Santo Amaro,04751-03,3,1
119,-46708111,-23645943,355030871000032,3550308005173,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,CC de Santo Amaro,,"Pc Francisco Ferreira Lopes, 434",5522-8897,Santo Amaro,04751-06,3,1
120,-46732150,-23586791,355030812000104,3550308005180,12,BUTANTA,10,BUTANTA,Oeste,Oeste,CC do Butantã,,"R Junta Mizumoto, 13",3742-6218,Jardim Peri-Peri,05537-07,3,1
121,-46710230,-23530192,355030848000024,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Casa de Cultura e Convivio da Lapa,,"R Araçatuba, 522",,,,3,1
122,-46661863,-23555226,355030826000037,3550308005013,26,CONSOLACAO,9,SE,Centro,Centro,Galeria da Consolação,,Pass. subterrânea entre Av Paulista (altura do nº 2.423 da R da Consolação),3151-0639,Consolação,,3,1
123,-46695694,-23521800,355030848000010,3550308005058,48,LAPA,8,LAPA,Oeste,Oeste,Espaço Cultural  Tendal da Lapa,,"R Guaicurus, 1.100",3862-1837,Lapa,05033-00,3,1
124,-46699229,-23501378,355030829000047,3550308005116,29,FREGUESIA DO O,3,FREGUESIA-BRASILANDIA,Norte,Norte 1,CC Salvador Ligabue (Antiga CC da Freguesia do -),,"Lg da Matriz, 215",3931-8266,Freguesia do -,02925-04,3,1
125,-46670054,-23475764,355030813000078,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Centro Cultural da Juventude Ruth Cardoso,,"Av Deputado Emilio Carlos, 3641",3984-2466,Vila Nova Cachoeirinha,,3,1
126,-46644370,-23650361,355030838000025,3550308005095,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Centro Cultural Jabaquara(Jacob Salvador Zveibil),,"R Arsenio Tavolieri, 45",5011-2421,Jabaquara,04321-03,3,1
127,-46608647,-23616415,355030868000197,3550308005085,69,SACOMA,13,IPIRANGA,Sul,Sul 1,CC Chico Science (Antiga CC do Ipiranga),,"Av Tancredo Neves, 1.265",6969-7066,Moinho Velho,04287-00,3,1
128,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São  Paulo,,"R Vergueiro, 1.000",3277-3611,Paraíso,,3,1,
129,-46638595,-23542981,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Galeria Olido,Espaco Piolim,"Av Sao  João, 473 - Mezanino",3334-0001,Centro,,3,1,
130,-46581875,-23532792,355030880000128,3550308005036,82,TATUAPE,25,MOOCA,Leste,Leste 1,CC do Tatuape,,"R Guabiju, 49",2296-4330,Tatuapé,03077-10,3,1,
131,-46548012,-23525333,355030859000118,3550308005071,60,PENHA,21,PENHA,Leste,Leste 1,CC da Penha,,"Lg do Rosario, 20, 3º andar",2296-6172,Penha,03634-02,3,1,
132,-46622071,-23460471,355030881000093,3550308005133,83,TREMEMBE,6,JACANA-TREMEMBE,Norte,Norte 2,Casa de Cultura Tremembe,,"R Maria Amália Lopes Azevedo, 190",,,02350-000,3,1,
133,-46443221,-23552276,355030847000096,3550308005263,46,JOSE BONIFACIO,27,ITAQUERA,Leste,Leste 2,CC Raul Seixas,,"R Murmúrios da Tarde, 211 Parque Raul Seixas Cohab II",6521-6411,Itaquera,08253-58,3,1,
134,-46405908,-23582555,355030825000046,3550308005268,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Casa de Cultura Cidade Tiradentes (Casa da Fazenda),,"Av Sarah Kubitschek,165",2964-4677,Cidade Tiradentes,,3,1,
135,-46436929,-23494790,355030874000094,3550308005196,76,SAO MIGUEL,23,SAO MIGUEL,Leste,Leste 2,CC São  Miguel Paulista,,"Av Marechal Tito, 916",6137-5009/,Sao  Miguel Paulista,08010-09,3,1,
136,-46428567,-23506255,355030884000093,3550308005253,86,VILA CURUCA,24,ITAIM PAULISTA,Leste,Leste 2,CC Chico Mendes,,"R Cembira, 1.202",6135-3022,Vila Curuçá,08032-01,3,1,
137,-46396817,-23497718,355030836000105,3550308005249,35,ITAIM PAULISTA,24,ITAIM PAULISTA,Leste,Leste 2,CC do Itaim Paulista,,"R Barão de Alagoas, 340",6963-2742,Itaim Paulista,08120-00,3,1,
138,-46715752,-23567989,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Instituto Butantã,Centro de DifuSao  Cultural,"Av Dr Vital Brasil, 1.500",3726-7222 r. 2063/2264,Butantã,,3,2,2009/05/20
139,-46714636,-23564409,355030812000025,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Paco das Artes,,"Av da Universidade, 1",,Cidade Universitária,,3,2,
140,-46715168,-23526447,355030848000054,3550308005059,48,LAPA,8,LAPA,Oeste,Oeste,Centro Cultural e de Estudos Superiores A?thos Pagano,,"R Thome de Souza, 997",11 3836 4316,Lapa,,3,2,
141,-46665078,-23527091,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da America Latina,,"Av Auro Soares de Moura Andrade, 664",3823-9611,Barra Funda,,3,2,
142,-46712170,-23443813,355030842000289,3550308005188,41,JARAGUA,2,PIRITUBA,Norte,Norte 1,Oficina Cultural Maestro Juan Serrano,,"R Joaquim Pimentel, 200",11 3994 3362,Vila Brasilandia,,3,2,
143,-46655157,-23586442,355030832000011,3550308005049,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,OCA - Pavilhao Lucas Nogueira Garcez,,"R Pedro Álvares Cabral, s/n - Portão 2 e 3, Pavilhão Lucas Nogueira",5549-0449,Parque Ibirapuera,,3,2,
144,-46644514,-23570724,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Casa das Rosas - Galeria,,"Av Paulista, 37",3288-9447,Vila Mariana,,3,2
145,-46650484,-23545596,355030826000057,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Universitario Maria Antonia,,"R Maria Antônia, 294 - 2º andar",3255-5538,Vila Buarque,,3,2
146,-46659842,-23530172,355030869000094,3550308005027,70,SANTA CECILIA,9,SE,Centro,Centro,Casa Mario de Andrade (Oficina da Palavra),,"R Lopes Chaves, 546",3666-5803,Barra Funda,,3,2
147,-46634077,-23547489,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Nossa Caixa,,"R Álvares Penteado, 70, 2 mezanino",3244-6838,Centro,,3,2
148,-46640005,-23534353,355030869000101,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Estacao Julio Prestes,,"R Mauá, 51",,Bom Retiro,,3,2
149,-46638616,-23535014,355030866000114,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Universidade Livre de Música Tom Jobim,,"R Gal Osório, 147",3221-3929,Bom Retiro,,3,2
150,-46637322,-23529106,355030809000001,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Oficina Cultural Oswald de Andrade,,"R Três Rios, 363",,Bom Retiro,,3,2
151,-46627445,-23543564,355030878000010,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural Catavento,,"Pça. Centro Cívico Ulisses Guimarães, s/n - Palácio das Indústrias, Pq. D.Pedro",,Centro,,3,2
152,-46626181,-23532500,355030809000023,3550308005004,09,BOM RETIRO,9,SE,Centro,Centro,Liceu de Artes e Oficios,,"R da Cantareira, 1.351",3229-0648,Bom Retiro,,3,2
153,-46603298,-23543159,355030808000039,3550308005016,08,BELEM,25,MOOCA,Leste,Leste 1,"Oficina Cultural do Bras ""AMÂNCIO MAZZAROPI""",,"R Visconde de Parnaiba, 2.437",6292-7011,Bras,,3,2
154,-46565827,-23555571,355030885000113,3550308005040,87,VILA FORMOSA,26,ARICANDUVA,Leste,Leste 1,Raul Seixas,,"R Inspetor Mário Teixeira, 70",,Vila Formosa,,3,2
155,-46452683,-23537333,355030837000019,3550308005202,36,ITAQUERA,27,ITAQUERA,Leste,Leste 2,Alfredo Volpi,,"R Victorio Santim, 206",,Itaquera,,3,2
156,-46636161,-23543404,355030866000020,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Sergio Mota,,Edifício Central dos Correios - Pc do Correio Anhangabaú,,Centro,,3,3
157,-46737845,-23646861,355030846000288,3550308005228,45,JARDIM SAO LUIS,18,M'BOI MIRIM,Sul,Sul 2,Centro Cultural Monte Azul,,"R Tomás de Souza, 552",5851-5370,Jardim Monte Azul,,3,4
158,-46717247,-23635304,355030871000067,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Centro Cultural Alumni,,"R Brasiliense, 65",5644-9700,Chacara Santo Antônio,,3,4
159,-46699464,-23620740,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Espaço Cultural Bank Boston,,"Av Dr Chucri Zaidan, 246",3081-1911,Vila Cordeiro,,3,4
160,-46694932,-23569440,355030862000070,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,KVA - Centro Cultural Elenko,,"R Cardeal  Arcoverde, 2.958",3816-8000,Pinheiros,,3,4,,
161,-46696953,-23563653,355030862000074,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Centro Cultural Brasileiro Britanico,,"R Ferreira de Araújo, 741",3039-0553,Pinheiros,,3,4,,
162,-46695861,-23561813,355030862000045,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Annablume,,"R Pe. Cavalho, 275",3812-6764,Pinheiros,,3,4,,
163,-46691712,-23571735,355030862000103,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Cine Cultural,,"Av Rebouças, 3.507",3819-1666,Jardim Paulistano,,3,4,,
164,-46694157,-23560715,355030862000021,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Tomie Ohtake,,"Av Faria Lima, 201",2245-1900,Pinheiros,,3,4,,
165,-46684512,-23566394,355030862000038,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Letras & Forma,,"R Cap. Antônio Rosa, 454",3061-2749,Jardim Paulistano,,3,4,,
166,-46666773,-23571469,355030845000025,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Instituto Camões,,"R Canadá, 324",3084-1859,Jardim América,,3,4,,
167,-46663037,-23576566,355030845000045,3550308005024,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Life,,"Av Brasil, 298",3884-9084,Jardim América,,3,4,,
168,-46690577,-23553093,355030862000049,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Bambu Brasil,,"R Purpurina,  272",3031-2331,Sumarezinho,,3,4,,
169,-46688447,-23559572,355030862000124,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Instituto Cultural Tchekov,,"R Fradique Coutinho, 825",3812-3030,Vila Madalena,,3,4,,
170,-46681222,-23555526,355030845000142,3550308005025,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Instituto Goethe,,"R Lisboa, 974",3063-1424,Pinheiros,,3,4,,
171,-46678041,-23550410,355030862000088,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Centro da Cultura Judaica,,"R Oscar Freire,  2.500",3065-4333,Pinheiros,,3,4,,
172,-46667343,-23533055,355030860000124,3550308005026,61,PERDIZES,8,LAPA,Oeste,Oeste,Espaço Cultural Pyndorama,,"RuaTuriassu, 481",3871-0373,Perdizes,,3,4,,80
173,-46683147,-23524961,355030860000138,3550308005057,61,PERDIZES,8,LAPA,Oeste,Oeste,SESC Fabrica Pompeia,,R Clélia s/n,,Perdizes,,3,4,,
174,-46639510,-23634222,355030838000186,3550308005093,37,JABAQUARA,15,JABAQUARA,Sul,Sul 1,Instituto Cultural Usiminas,,"Av do Café, 277",5070-7018,Jabaquara,,3,4,,
175,-46398690,-23600395,355030825000286,3550308005272,25,CIDADE TIRADENTES,31,CIDADE TIRADENTES,Leste,Leste 2,Centro Cultural Arte em Construção,,"Av dos Metalúrgicos, 2.100",2285- 5699 / 2282-3801,Cidade Tiradentes,08471- 000,3,4,,
176,-46654035,-23563066,355030845000098,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Centro Cultural FIESP,,"Av Paulista, 1.313",3146-7405,Jardim Paulista,,3,4,
177,-46653818,-23561867,355030807000097,3550308005011,07,BELA VISTA,9,SE,Centro,Centro,Banco Real,,"Av Paulista, 1374",3174-9800,Bela Vista,,3,4,
178,-46645640,-23570633,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Associação Palas Athena,,"R Leôncio de Carvalho, 99",3289-5426,Vila Mariana,,3,4,
179,-46645613,-23570016,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Itaú Cultural,,"Av Paulista, 149",2168-1776,Cerqueira César,,3,4,
180,-46652985,-23564438,355030845000207,3550308005023,44,JARDIM PAULISTA,11,PINHEIROS,Oeste,Oeste,Espaço Cultural Citigroup,,"Av Paulista, 1111, térreo",3037-3212,Bela Vista,,3,4,
181,-46646058,-23567807,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural dos Bancarios Lélia Abramo,,"R Carlos Sampaio, 305",3051-4261,Bela Vista,,3,4,
182,-46644514,-23570724,355030890000197,3550308005022,92,VILA MARIANA,12,VILA MARIANA,Sul,Sul 1,Espaço Cultural Fundação Japão,,"Av Paulista, 37-10º andar",3141-0110,Bela Vista,,3,4,
183,-46644886,-23569133,355030807000055,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Centro Cultural Santa Catarina,,"Av Paulista , 200",3016-4100,Bela Vista,,3,4,
184,-46638607,-23568791,355030849000104,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Espaço Cultural Santo Agostinho (Colégio),,"R Apeninos, 118",3209-4858,Liberdade,,3,4,
185,-46656843,-23559236,355030807000098,3550308005009,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultural do Banco Central,,"Av Paulista, 1.804",3491-6630/6404,Bela Vista,,3,4,
186,-46658132,-23543940,355030826000009,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Instituto Moreira Salles,,"R Piauí, 844 -1 andar",3825-2560,Higienópolis,,3,4,
187,-46649783,-23545570,355030826000058,3550308005012,26,CONSOLACAO,9,SE,Centro,Centro,Centro Cultural  SESC Vila Nova,,R Dr Vila Nova s/n,,Consolação,,3,4,
188,-46639960,-23555676,355030807000119,3550308005010,07,BELA VISTA,9,SE,Centro,Centro,Espaço Cultura-IBEP Nacional,,"R Santo Amaro, 766",2799-7799,Bela Vista,,3,4,2009/03/28
189,-46640750,-23548202,355030866000022,3550308005002,67,REPUBLICA,9,SE,Centro,Centro,Centro Cultural Copobianco,,"R Álvaro de Carvalho, 97",3237-1187,Centro,,3,4,
190,-46634141,-23546966,355030878000006,3550308005001,80,SE,9,SE,Centro,Centro,Centro Cultural do Banco do Brasil,,"R Álvares Penteado, 112",3113-3651,Centro,,3,4,
191,-46633774,-23545778,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Bovespa,,"R 15 de Novembro, 272",0800-771-0194,Centro,,3,4,
192,-46633815,-23544948,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural da Bolsa de Mercadorias & Futuros,,"Pc Antônio Prado, 48",3119-2000,Centro,,3,4
193,-46633802,-23544947,355030878000007,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural BM&F,,"Pc Antônio Prado, 48",3119-2404,Centro,,3,4
194,-46632354,-23548672,355030878000001,3550308005001,80,SE,9,SE,Centro,Centro,Caixa Cultural,,"Pc da Sé, 111",3321-4400,Centro,,3,4
195,-46632354,-23548672,355030878000001,3550308005001,80,SE,9,SE,Centro,Centro,Conjunto Cultural da Caixa,,"Pc da Sé, 111 - 3º andar",3107-0498,Centro,,3,4
196,-46631287,-23549065,355030878000002,3550308005001,80,SE,9,SE,Centro,Centro,Espaço Cultural Classes Laboriosas,,"R Roberto Simonsen,  22",3242-3800,Se,,3,4
197,-46644512,-23541283,355030866000061,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Sala Preterito Perfeito,,"Lg do Arouche, 99",3223-2821,Centro,,3,4
198,-46670054,-23475764,355030813000078,3550308005124,13,CACHOEIRINHA,4,CASA VERDE-CACHOEIRINHA,Norte,Norte 1,Centro Cultural da Juventude Ruth Cardoso,Galeria de Exposic?es e Alameda Arte de Rua,"Av Deputado Emílio Carlos, 3641",3984-2466,Vila Nova Cachoeirinha,,4,1
199,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo - piso Caio Graco,,"R Vergueiro, 1.000",3277-3611,Liberdade,,4,1
200,-46639819,-23569854,355030849000103,3550308005008,49,LIBERDADE,9,SE,Centro,Centro,Centro Cultural São Paulo,Sala Tarsila do Amaral,"R Vergueiro, 1.000",3277-3611,Paraíso,,4,1
201,-46641586,-23546742,355030866000003,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Biblioteca Mário de Andrade,,"R da Consolação, 94",3256-5777,Cerqueira César,,4,1
202,-46638595,-23542981,355030866000002,3550308005003,67,REPUBLICA,9,SE,Centro,Centro,Galeria Olido,Sala Mario Pedrosa - Galeria de Arte,"Av São João, 473 - Sobreloja",3334-0001,Centro,,4,1
203,-46665078,-23527091,355030806000003,3550308005029,06,BARRA FUNDA,8,LAPA,Oeste,Oeste,Memorial da América Latina,Galeria Marta Traba,"Av Auro Soares de Moura Andrade, 664",3823-4600,Barra Funda,,4,2
204,-46632682,-23549714,355030878000004,3550308005001,80,SE,9,SE,Centro,Centro,Estacao Sé do Metrô,,Pc da Sé s/n,,Centro,,4,2
205,-46640005,-23534353,355030869000101,3550308005014,70,SANTA CECILIA,9,SE,Centro,Centro,Galeria de Exposições do Complexo Júlio Prestes,,"R Mauá, 51",3031-2126,Luz,,4,2
206,-46617093,-23543433,355030810000003,3550308005005,10,BRAS,25,MOOCA,Leste,Leste 1,Estação Brás - CPTN e METRo - mezanino,,"R Domingos Paiva, s/n",3272-0941,Bras,,4,2
207,-46625852,-23514794,355030870000058,3550308005064,71,SANTANA,5,SANTANA-TUCURUVI,Norte,Norte 2,Arquivo do Estado,,"R Voluntários da Pátria, 596",6221-4785,Santana,,4,2
208,-46735166,-23636254,355030883000193,3550308005176,85,VILA ANDRADE,17,CAMPO LIMPO,Sul,Sul 2,Auditorio HM,,"R José Ramon Urtiza, 206",2167-4090,Morumbi,,4,4
209,-46700950,-23629422,355030871000072,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Câmara Americana de Comércio de São Paulo,,"R da Paz, 1431",,Chacara Santo Antônio,,4,4
210,-46712541,-23608114,355030854000066,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Espaço E. Piva - Galeria Cooperartista,,"Av Morumbi, 5062",3742-0622,Morumbi,,4,4
211,-46714048,-23597891,355030854000067,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Casa dos Macacos,,"R dos Combatentes do Gueto, 29",3816-3219,Morumbi,,4,4
212,-46704742,-23615577,355030854000087,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Pinakotheke São Paulo,,"R Ministro Nelson Hungria, 200",3758-5202,Parque Real,,4,4
213,-46698285,-23622686,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Fnac Morumbi (Shopping Morumbi),,"Av Roque Petroni Jr., 1.089 - Piso Térreo",3206-2000,Jardim das Acácias,,4,4
214,-46698285,-23622686,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Espaço Arte Morumbi Shopping,,"Av Roque Petroni Jr., 1.089",5189-4500,Santo Amaro,,4,4
215,-46696804,-23622454,355030871000073,3550308005174,72,SANTO AMARO,14,SANTO AMARO,Sul,Sul 2,Espaço Burle Marx - Saraiva Magastore,,"Av Roque Petroni Jr., 1.089 - Piso Térreo",5181-7674,Jardim das Acácias,,4,4
216,-46694961,-23620949,355030835000129,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Galpão 15,,"R Prof. José Leite  e Oiticica, 237",3755-0573,Vila Gertrudes,,4,4
217,-46693184,-23619764,355030835000186,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Galeria Múltipla de Arte,,"Av Morumbi, 7986",5041-0157,Brooklin,,4,4
218,-46690238,-23594437,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Workplace Funchal,,"R Funchal., 538",3849-0136,Vila Olímpia,,4,4
219,-46680753,-23599470,355030835000001,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Casa Galeria,,"Av Dr Cardoso de Melo, 758",3841-9620,Vila Olímpia,,4,4
220,-46680916,-23598090,355030835000002,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Ovo,,"R Gomes de Carvalho., 830",3045-0509,Vila Olímpia,,4,4
221,-46681003,-23598050,355030835000002,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Galeria Brito Cimino,,"R Gomes de Carvalho., 842",3842-0634,Vila Olímpia,,4,4
222,-46675009,-23617729,355030815000135,3550308005100,15,CAMPO BELO,14,SANTO AMARO,Sul,Sul 2,Casa da Fotografia Fuji,,"Av Vereador José Diniz, 3.400",5091-4077,Santo Amaro,,4,4
223,-46670783,-23607549,355030832000116,3550308005099,53,MOEMA,12,VILA MARIANA,Sul,Sul 1,Galeria Área Artis,,"R Normandia, 92",5042-2109,Indianópolis,,4,4
224,-46676532,-23596809,355030835000011,3550308005102,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Fundação Stickel - Espaço Alternativo,,"R Ribeirão Claro, 37",3849-8906,Vila Olímpia,,4,4
225,-46697905,-23579306,355030854000029,3550308005104,55,MORUMBI,10,BUTANTA,Oeste,Oeste,Jockey Club de São  Paulo,Salao Luiz Nazareno,"Av Lineu de Paula Machado, 1.263 - 1º andar",3816-4011,Cidade Jardim,,4,4
226,-46703178,-23570700,355030812000130,3550308005105,12,BUTANTA,10,BUTANTA,Oeste,Oeste,Galeria Leme,,"R Agostinho Cantu, 88",3814-8184,Butantã,,4,4
227,-46697155,-23562748,355030862000074,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Estacao,,"R Ferreira de Araújo, 625",3813-7253,Pinheiros,,4,4
228,-46704726,-23559321,355030802000039,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Ateliê Ely Bueno,,"Pc Silveira Santos, 2",,Alto de Pinheiros,,4,4
229,-46698394,-23553036,355030802000037,3550308005106,02,ALTO DE PINHEIROS,11,PINHEIROS,Oeste,Oeste,Estúdio  Quinn,,"R Ourania, 231",3814-6720,Vila Madalena,,4,4
230,-46689042,-23591194,355030835000035,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Daslu - Núcleo Vivo da Arte,,"Av Chedid Jafet, 131",3841-4000,Vila Olímpia,,4,4
231,-46691992,-23578101,355030862000163,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria de Arte A Hebraica,,"R Hungria, 1.000",3818-8888,Jardim Paulista,,4,4
232,-46687972,-23576731,355030862000100,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Shopping Iguatemi - Espaço fashion,,"Av Brig. Faria Lima, 2.232",3038-6000,Jardim Paulistano,,4,4
233,-46687972,-23576731,355030862000100,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Renot Antiques (Shopping Iguatemi),,"Av Brig. Faria Lima, 2232",3032-3633,Jardim Paulistano,,4,4
234,-46678469,-23588491,355030835000060,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Baro Cruz,,"R Clodomiro Amazonas, 526/8",3167-0830,Pinheiros,,4,4
235,-46685538,-23583680,355030835000101,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Casa do Saber,,"R Dr Mário Ferraz, 414",3707-8900,Jardim Paulistano,,4,4
236,-46685317,-23580135,355030862000115,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Ricardo Camargo Galeria,,"R Frei Galvão, 121",3031-3879,Jardim Paulistano,,4,4
237,-46680979,-23583449,355030835000078,3550308005050,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Casa Triangulo,,"R Paes de Araújo, 77",3167-5621,Itaim Bibi,,4,4
238,-46679157,-23580357,355030835000106,3550308005051,34,ITAIM BIBI,11,PINHEIROS,Oeste,Oeste,Marília Razuk Galeria de Arte,,"Av Nove de Julho, 5.719 - loja 2",3079-0853,Itaim Bibi,,4,4
239,-46686639,-23573556,355030862000099,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Jô Slaviero e Guedes Galeria de Arte,,"Al Gabriel Monteiro da Silva, 2074",3061-9856,Jardim Paulistano,,4,4
240,-46688966,-23572025,355030862000099,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Uirapuru,,"Av Faria Lima, 1795/52",,Jardim Paulista,,4,4
241,-46691542,-23562224,355030862000019,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Fnac Pinheiros,,"Av Pedroso de Morais, 858",3097-0022,Pinheiros,,4,4
242,-46687395,-23567889,355030862000067,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Paparazzi,,"Av Pedroso de Morais, 100",3816-5520,Pinheiros,,4,4
243,-46690130,-23563571,355030862000018,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Oficina da Luz,,"R Irmão Lucas, 102",3813-5492,Pinheiros,,4,4
244,-46689309,-23562134,355030862000006,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Grafiteria,,"R Simão Álvares , 601",3812-4789,Pinheiros,,4,4
245,-46689320,-23561660,355030862000001,3550308005054,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Heloisa Paternostro Escritório de Arte,,"R Simão Álvares , 648",3814-4379,Pinheiros,,4,4
246,-46686369,-23560589,355030862000013,3550308005052,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Arte Infinita,,"R Mateus Grou, 629",3032-8485,Pinheiros,,4,4
247,-46683825,-23573483,355030862000097,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Bia Doria,,"Al Gabriel Monteiro da Silva, 1802",3063-0572,Jardim América,,4,4
248,-46682565,-23572807,355030862000161,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Galeria Pro Arte,,"Av Gabriel Monteiro da Silva, 1644",3085-7488,Jardim América,,4,4
249,-46678512,-23575965,355030862000113,3550308005053,63,PINHEIROS,11,PINHEIROS,Oeste,Oeste,Nara Roesler,,"Av Europa, 655",3063-2344,Jardim Europa,,4,4
