Data Inicial;Data Final;Ano Execução;Exercício;Administração;Código Órgão;Sigla Órgão;Orgão;Código Unidade;Unidade;Código Função;Função;Código SubFunção;SubFunção;Código Programa;Programa;PA;PAPA;Código Projeto Atividade;Projeto Atividade;Código Despesa;Despesa;Código Categoria Despesa;Categoria Despesa;Código Grupo Despesa;Grupo Despesa;Código Modalidade;Modalidade;Código Elemento;Código Fonte;Fonte; ORÇADO ; ATUALIZADO ; EMPENHADO ; LIQUIDADO ; JAN Suplementado ; JAN Empenhado ; JAN Liquidado ; FEV Suplementado ; FEV Empenhado ; FEV Liquidado ; MAR Suplementado ; MAR Empenhado ; MAR Liquidado ; ABR Suplementado ; ABR Empenhado ; ABR Liquidado ; MAI Suplementado ; MAI Empenhado ; MAI Liquidado ; JUN Suplementado ; JUN Empenhado ; JUN Liquidado ; JUL Suplementado ; JUL Empenhado ; JUL Liquidado ; AGO Suplementado ; AGO Empenhado ; AGO Liquidado ; SET Suplementado ; SET Empenhado ; SET Liquidado ; OUT Suplementado ; OUT Empenhado ; OUT Liquidado ; NOV Suplementado ; NOV Empenhado ; NOV Liquidado ; DEZ Suplementado ; DEZ Empenhado ; DEZ Liquidado 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Projetos;Projetos;1137;Pavimentação e Recapeamento de Vias                                                                                                                   ;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal; 944.774,00 ; 944.774,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3011;Modernização e descentralização da gestão e prestação de serviços;Projetos;Projetos;1174;Construção, Ampliação e Reforma de Equipamentos das Subprefeituras                                                                                    ;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal; 1.500.000,00 ; 1.500.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2366;Conservação de áreas verdes e vegetação arbórea                                                                                                       ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 4.986.690,00 ; 6.190.159,28 ; 5.017.925,66 ; 4.224.385,64 ; -   ; 4.287.340,45 ; -   ; -   ; -   ; -   ; -   ; 230.106,02 ; 401.948,46 ; -   ; -   ; -   ; -   ; -   ; 896.910,79 ; -   ;-447.856,90 ; 661.500,80 ; -   ; -   ; -   ; 1.203.469,28 ; -   ; 740.984,87 ; -   ; 518.815,57 ; 309.792,23 ; -   ; 370.976,43 ; -   ; -   ; 58.544,09 ; 510.482,39 ; -   ; -   ; 702.766,10 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2035;Restauração e Recuperação do Espelho D'Água e Escultura da Praça General Polidoro                                                                     ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 100.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-100.000,00 ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3006;Direitos da pessoa com deficiência;Projetos;Projetos;1169;Reforma e Acessibilidade em Passeios Públicos                                                                                                         ;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal; 1.930.000,00 ; 1.930.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2034;Revitalização da Praça Jorge Cury, com Restauração e Pintura dos Arcos                                                                                ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 80.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-80.000,00 ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2366;Conservação de áreas verdes e vegetação arbórea                                                                                                       ;33909200;Despesas de Exercícios Anteriores;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;92;00;Tesouro Municipal; -   ; 920.401,87 ; 919.857,05 ; 811.039,07 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 920.401,87 ; -   ; -   ; -   ; 768.827,53 ; 263.714,12 ; -   ; 136.579,81 ; 315.338,04 ; -   ; 14.449,71 ; 123.168,89 ; -   ; -   ; -   ; -   ; -   ; 108.818,02 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2032;Instalação de Aparelhos de Ginástica para a 3ª Idade nos Largos do Cambuci e Nossa Senhora da Conceição e na Praça José Vicente da Nóbrega            ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 90.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-90.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3006;Direitos da pessoa com deficiência;Projetos;Projetos;1169;Reforma e Acessibilidade em Passeios Públicos                                                                                                         ;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;02;Transferências Federais; 6.333.333,00 ; 6.333.333,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Projetos;Projetos;1170;Intervenção, Urbanização e Melhoria de Bairros - Plano de Obras das Subprefeituras                                                                    ;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal; -   ; 2.211.978,46 ; 604.800,66 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 100.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.111.978,46 ; 405.016,88 ; -   ; -   ; 199.783,78 ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Projetos;Projetos;1471;Integração de Políticas Públicas, Intervenção, Urbanização e Melhoria - Subprefeitura Sé - Projeto de Restauro de Monumento aos Heróis da Aviação.    ;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal; 100.000,00 ; 100.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2341;Manutenção de vias e áreas públicas                                                                                                                   ;33909200;Despesas de Exercícios Anteriores;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;92;00;Tesouro Municipal; -   ; 2.406.843,21 ; 2.406.843,21 ; 2.406.843,21 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.406.843,21 ; -   ; -   ; -   ; 2.263.215,37 ; 2.214.736,85 ; -   ; 143.627,84 ; 192.106,36 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal; 318.389,00 ; 318.389,00 ; 81.699,79 ; 68.128,84 ; -   ; -   ; -   ; -   ; 11.712,00 ; -   ; -   ; 51.068,75 ; 1.464,00 ; -   ; 9.486,80 ; 28.718,43 ; -   ; 5.095,80 ; 8.922,80 ; -   ; 1.600,00 ; 2.546,65 ; -   ; -   ; 15.938,35 ; -   ; 2.736,44 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 2.932,74 ; -   ; -   ; 7.605,87 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Auxílios;2100;Administração da Unidade                                                                                                                              ;33904900;Auxílio-Transporte;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;49;00;Tesouro Municipal; 406.735,00 ; 736.735,00 ; 551.864,64 ; 551.864,64 ; -   ; 48.596,66 ; 48.596,66 ; -   ; 53.097,54 ; 53.097,54 ; -   ; 45.749,54 ; 45.749,54 ; -   ; 50.471,72 ; 50.471,72 ; -   ; 46.041,29 ; 46.041,29 ; -   ; 42.851,05 ; 42.851,05 ; -   ; 47.935,47 ; 47.935,47 ; 330.000,00 ; 49.138,26 ; 49.138,26 ; -   ; 46.728,84 ; 46.728,84 ; -   ; 43.153,44 ; 43.153,44 ; -   ; 44.271,02 ; 44.271,02 ; -   ; 33.829,81 ; 33.829,81 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Projetos;Projetos;1472;Instalação de Aparelhos de Ginástica para Idosos e de Lazer para Crianças                                                                             ;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal; 50.000,00 ; 50.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Pessoal;2100;Administração da Unidade                                                                                                                              ;31901100;Vencimentos e Vantagens Fixas - Pessoal Civil;3;Despesas Correntes;1;PESSOAL E ENCARGOS SOCIAIS;90;Aplicações Diretas;11;00;Tesouro Municipal; 19.320.047,00 ; 19.320.047,00 ; 18.358.247,14 ; 18.358.247,14 ; -   ; 1.428.600,14 ; 1.428.600,14 ; -   ; 1.413.255,82 ; 1.413.255,82 ; -   ; 1.508.466,83 ; 1.508.466,83 ; -   ; 1.409.104,77 ; 1.409.104,77 ; -   ; 1.418.489,91 ; 1.418.489,91 ; -   ; 1.525.038,11 ; 1.525.038,11 ; -   ; 1.405.507,48 ; 1.405.507,48 ; -   ; 1.383.066,82 ; 1.383.066,82 ; -   ; 1.384.540,25 ; 1.384.540,25 ; -   ; 1.381.710,66 ; 1.381.710,66 ; -   ; 1.437.470,36 ; 1.437.470,36 ; -   ; 2.662.995,99 ; 2.662.995,99 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;13;Cultura;392;Difusão Cultural;3001;Acesso à cultura;Projetos;Projetos;1470;Reforma do Telhado e Sanitários da A.C.S.E.S.M. Camisa Verde e Branco                                                                                 ;44905100;Obras e Instalações;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;51;00;Tesouro Municipal; 150.000,00 ; 150.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2031;Manutenção de Praças - Vilaboim                                                                                                                       ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 200.000,00 ; 200.000,00 ; 199.987,63 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 199.987,63 ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;17;Saneamento;512;Saneamento Básico Urbano;3008;Melhoria da drenagem urbana e proteção das bacias hidrográficas;Atividades;Atividades;2367;Manutenção de sistemas de drenagem                                                                                                                    ;33909200;Despesas de Exercícios Anteriores;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;92;00;Tesouro Municipal; -   ; 684.050,92 ; 634.655,42 ; 585.197,93 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 684.050,92 ; -   ; -   ; -   ; 684.050,92 ; 202.933,45 ; -   ; -   ; 295.534,15 ; -   ;-49.395,50 ; -   ; -   ; -   ; 86.730,33 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3011;Modernização e descentralização da gestão e prestação de serviços;Projetos;Projetos;3350;Implantação das Centrais de Atendimento ao Cidadão                                                                                                    ;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal; 250.000,00 ; 250.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;04;Administração;122;Administração Geral;3012;Participação, transparência e controle social da administração pública;Atividades;Atividades;2803;Operação e Manutenção dos Conselhos e Espaços Participativos Municipais                                                                               ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 55.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-55.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;451;Infra-Estrutura Urbana;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2033;Praça Ministro Costa Manso - Complemento de Revitalização com Instalação de Grades no Entorno da Praça, Instalação de Equipamentos de 3ª Idade e Playg;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 80.000,00 ; 80.000,00 ; 79.538,29 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 79.538,29 ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2341;Manutenção de vias e áreas públicas                                                                                                                   ;33903000;Material de Consumo;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;30;00;Tesouro Municipal; 3.662.784,00 ; 3.662.784,00 ; 3.554.564,11 ; 3.544.414,11 ; -   ; 222.290,50 ; -   ; -   ; -   ; 218.890,50 ; -   ; 2.116.772,20 ; 76.990,00 ; -   ; -   ; 91.840,60 ; -   ; 163.200,00 ; 559.995,80 ; -   ; -   ; 39.663,00 ; -   ; 134.800,00 ; 161.107,00 ; -   ; -   ; 406.766,60 ; -   ; 77.668,83 ; 223.105,02 ; -   ; 545.512,58 ; 168.379,01 ; -   ; 294.320,00 ; 635.744,80 ; -   ; -   ; 961.931,78 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;17;Saneamento;512;Saneamento Básico Urbano;3008;Melhoria da drenagem urbana e proteção das bacias hidrográficas;Atividades;Atividades;2367;Manutenção de sistemas de drenagem                                                                                                                    ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 4.216.137,00 ; 3.970.137,00 ; 3.479.761,93 ; 3.003.993,85 ; -   ; 536.538,16 ; -   ; -   ; -   ; 92.791,66 ; -   ; -   ; 323.117,34 ; -   ; 2.528.285,18 ; 92.791,66 ; -   ; 48,15 ; -   ; -   ; 73.223,77 ; -   ; -   ; -   ; -   ;-246.000,00 ; -   ; 385.604,18 ; -   ; 341.666,67 ; 438.740,27 ; -   ; -   ; 185.583,32 ; -   ; -   ; -   ; -   ; -   ; 1.485.365,42 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33903300;Passagens e Despesas com Locomoção;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;33;00;Tesouro Municipal; 10.000,00 ; 10.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;452;Serviços Urbanos;3022;Requalificação e promoção da ocupação dos espaços públicos;Atividades;Atividades;2341;Manutenção de vias e áreas públicas                                                                                                                   ;33903900;Outros Serviços de Terceiros -Pessoa Jurídica;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;39;00;Tesouro Municipal; 18.923.235,00 ; 19.184.785,00 ; 18.841.924,77 ; 15.871.850,61 ; -   ; 9.356.274,34 ; -   ; -   ; 1.303.430,40 ; 78.253,10 ; -   ; 95.789,98 ; 1.934.828,33 ; -   ;-9.619,66 ; 739.642,42 ; -   ; 3.582.190,75 ; 2.307.496,09 ; -   ;-667.987,13 ; 995.162,45 ; -   ; 93.405,85 ; 1.161.839,65 ; -   ; 414.800,22 ; 1.705.697,47 ; -   ; 3.840.131,57 ; 551.270,11 ; -   ; 720.150,12 ; 1.026.435,01 ; -   ; 20,00 ; 1.573.214,57 ; 261.550,00 ; 113.338,33 ; 3.798.011,41 
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal; 8.500,00 ; 8.500,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3024;Suporte Administrativo;Atividades;Atividades;2100;Administração da Unidade                                                                                                                              ;33909200;Despesas de Exercícios Anteriores;3;Despesas Correntes;3;OUTRAS DESPESAS CORRENTES;90;Aplicações Diretas;92;00;Tesouro Municipal; -   ; 693.281,40 ; 693.156,69 ; 693.156,69 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; 693.281,40 ; -   ; -   ; -   ; 574.932,83 ; 574.091,04 ; -   ; 66.959,67 ; 66.509,95 ; -   ; 50.877,39 ; 51.988,90 ; -   ; 386,80 ; 566,80 ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;49;SP-SE     ;Subprefeitura Sé;10;Administração da Subprefeitura;04;Administração;122;Administração Geral;3012;Participação, transparência e controle social da administração pública;Atividades;Atividades;2803;Operação e Manutenção dos Conselhos e Espaços Participativos Municipais                                                                               ;44905200;Equipamentos e Material Permanente;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;52;00;Tesouro Municipal; 1.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ;-1.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
2015-01-01 00:00:00.000;2015-12-31 23:59:59.000;2015;2015;Direta;50;SP-BT     ;Subprefeitura Butantã;10;Administração da Subprefeitura;15;Urbanismo;122;Administração Geral;3011;Modernização e descentralização da gestão e prestação de serviços;Projetos;Projetos;3350;Implantação das Centrais de Atendimento ao Cidadão                                                                                                    ;44903900;Outros Serviços de Terceiros - Pessoa Jurídica;4;Despesas de Capital;4;INVESTIMENTOS;90;Aplicações Diretas;39;00;Tesouro Municipal; 250.000,00 ; 250.000,00 ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   ; -   
