ATENDIMENTO;UNIDADE;AGRUPAMENTO;IDADE;DATA;STATUS;REFEICAO;CARDAPIO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/02/2019;PUBLICADO;J - JANTAR;MACARRAO, FEIJAO CARIOCA, CARNE BOVINA, ABOBRINHA, REPOLHO, MELANCIA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/02/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, ABOBORA, REPOLHO COZIDO, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/02/2019;PUBLICADO;J - JANTAR;ARROZ, CARNE BOVINA, BATATA DOCE, ABOBORA, ACELGA, MAMAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;06/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, BATATA DOCE, ABACATE
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;06/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;06/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;06/02/2019;PUBLICADO;J - JANTAR;ARROZ, CARNE BOVINA, BATATA, CENOURA, ABOBRINHA, ABACAXI
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;06/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;05/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, CENOURA, ABACAXI
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;05/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;05/02/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;05/02/2019;PUBLICADO;J - JANTAR;MACARRAO, FEIJAO CARIOCA, CARNE BOVINA, BATATA DOCE, CENOURA, CHUCHU, ABACATE
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;05/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;04/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, CHUCHU, SUCO DE MELANCIA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;04/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;04/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;04/02/2019;PUBLICADO;J - JANTAR;ARROZ, CARNE BOVINA, BATATA, CENOURA, ABOBRINHA, ABACAXI
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;04/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, COUVE, MELANCIA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/02/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/02/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/02/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; CHUCHU; REPOLHO, BANANA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/02/2019;PUBLICADO;A - ALMOCO;MACARRAO, CARNE SUINA, ABOBRINHA COZIDA, REPOLHO, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/02/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, CEREAL (FLOCOS DE MILHO) OU BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA; ABOBRINHA; ESCAROLA, MELANCIA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, BATATA, ABACATE
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGUINHA COM REQUEIJAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, PROTEINA DE SOJA, ABOBORA, MELAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/02/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/02/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; BATATA; ABOBORA; ABOBRINHA, ABACATE"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BETERRABA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGUINHA COM REQUEIJAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/02/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/02/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/02/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA, ABOBORA; ACELGA, BANANA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, REPOLHO, MAMAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/02/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBRINHA; REPOLHO, MAMAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/02/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, ABOBORA, ACELGA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGUINHA COM REQUEIJAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; INHAME; CENOURA; ABOBRINHA, MELAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, BATATA DOCE, ABACATE
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/02/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/02/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; BATATA DOCE; CENOURA; CHUCHU, ABACATE"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, CENOURA, MELAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGUINHA COM REQUEIJAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; INHAME; CENOURA; ABOBRINHA, MELAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BERINJELA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;01/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;01/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;01/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, ESCAROLA, MAMAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;01/03/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; ABOBRINHA; REPOLHO, BANANA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;01/03/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;28/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;28/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;28/02/2019;PUBLICADO;A - ALMOCO;MACARRAO, CARNE BOVINA, BETERRABA, REPOLHO, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;28/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; CARA; CHUCHU; ESCAROLA, MAMAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;28/02/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;27/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGA COM MARGARINA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;27/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;27/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, CARA, ABACATE
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;27/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;27/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;26/02/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;26/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;26/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, PROTEINA DE SOJA, ABOBORA, MELANCIA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;26/02/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; CARA; ABOBORA; ABOBRINHA, ABACATE"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;26/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;25/02/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGA COM MARGARINA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;25/02/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;25/02/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BETERRABA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;25/02/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;25/02/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, REPOLHO, MELANCIA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/03/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; CHUCHU; ACELGA, ABACAXI"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;08/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/03/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, BETERRABA, ACELGA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBORA; REPOLHO, MELANCIA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;07/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/03/2019;PUBLICADO;A - ALMOCO;"ARROZ, FEIJAO
CARIOCA, CARNE BOVINA, COUVE, MAMAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/03/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/03/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO;
FEIJAO CARIOCA; CARNE BOVINA; ABOBRINHA; REPOLHO, BANANA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;15/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/03/2019;PUBLICADO;A - ALMOCO;MACARRAO, CARNE SUINA, BERINJELA, REPOLHO, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/03/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; CARA; CHUCHU; COUVE, MAMAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;14/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/03/2019;PUBLICADO;A - ALMOCO;"ARROZ, FEIJAO
CARIOCA, CARNE BOVINA, CARA, ABACATE"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGA INTEGRAL COM MARGARINA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE
BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;13/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, PROTEINA DE SOJA, ABOBORA, MELANCIA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/03/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO OU COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/03/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO;
FEIJAO CARIOCA; CARNE BOVINA; CARA; ABOBORA; CHUCHU, ABACATE"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;12/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/03/2019;PUBLICADO;A - ALMOCO;"ARROZ, FEIJAO
CARIOCA, OVO, CENOURA, SUCO DE LARANJA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGA INTEGRAL COM MARGARINA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ;
CARNE BOVINA; BATATA DOCE; ABOBORA; ABOBRINHA, MELANCIA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;11/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, REPOLHO, MAMAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/03/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/03/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; CHUCHU; ACELGA, BANANA"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;22/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/03/2019;PUBLICADO;A - ALMOCO;MACARRAO, PROTEINA DE SOJA, BETERRABA, ACELGA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/03/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BOLO INDIVIDUAL
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA DOCE; ABOBRINHA; REPOLHO, MAMAO"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;21/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE BOVINA, BATATA DOCE, ABACATE
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGA COM MARGARINA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; CARNE BOVINA; BATATA; CENOURA; CHUCHU; ABACAXI"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;20/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, CENOURA, ABACAXI
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/03/2019;PUBLICADO;D - DESJEJUM;LEITE INTEGRAL COM ACHOCOLATADO OU COMPOSTO LACTEO, BISCOITO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/03/2019;PUBLICADO;J - JANTAR;"SOPA DE: MACARRAO; FEIJAO CARIOCA; CARNE BOVINA; BATATA DOCE; CENOURA; ABOBRINHA, ABACATE"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;19/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, OVO, BETERRABA, SUCO DE LARANJA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/03/2019;PUBLICADO;C - COLACAO;MACA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, PAO TIPO BISNAGUINHA INTEGRAL COM MARGARINA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/03/2019;PUBLICADO;J - JANTAR;"RISOTO DE: ARROZ; FEIJAO CARIOCA; CARNE BOVINA; BATATA; CENOURA; CHUCHU, ABACAXI"
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;18/03/2019;PUBLICADO;L - LANCHE;COMPOSTO LACTEO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;29/03/2019;PUBLICADO;A - ALMOCO;ARROZ, FEIJAO CARIOCA, CARNE SUINA, ACELGA, MAMAO
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;29/03/2019;PUBLICADO;C - COLACAO;BANANA
MISTA;CEI_MUNICIPAL;3;F - 2 A 3 ANOS;29/03/2019;PUBLICADO;D - DESJEJUM;COMPOSTO LACTEO, BISCOITO
