Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
0369/SME/2010;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2010-0.185.490-6   ;300181;INSTITUTO AMA SAO PAULO - AMASP;09.068.229/0001-32;306925;CR.P.CONV - JOAO FERNANDES I;290;68.0;146287.14;13390.46;;23/04/2013;22/10/2015;Encerrado;22/10/2010;13/11/2015;07/04/2014;22/10/2015
8012017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0050730-7;301053;ASS GRAFICOS APRENDIZES CENTRO ORIENTACAO REINTEG ASSIST SOC;07.979.244/0001-07;308294;CR.P.CONV - EMANUEL;73;32.0;46218.19;4515.0;24.07;01/01/2018;31/12/2022;Encerrado;20/12/2017;05/06/2018;13/12/2017;31/05/2018
373;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.444-5   ;300050;ARRASTAO MOVIMENTO DE PROMOCAO HUMANA;43.082.197/0001-68;306223;CR.P.CONV - ARRASTAO;237;66.0;122059.53;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;17/01/2018;03/02/2015;27/12/2017
202;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2012-0.020.252-6   ;300571;SAVIC - SOCIEDADE AMIGOS DE VILA CONSTANCA;01.636.581/0001-15;307763;CR.P.CONV - SAVIC;60;17.0;44786.16;;;06/09/2014;05/03/2017;Encerrado;06/03/2012;05/04/2017;16/12/2014;05/03/2017
390;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.221.509-0   ;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;307201;CR.P.CONV - ANJINHO GUSTAVO;111;15.0;57346.74;4990.0;;18/12/2013;17/06/2016;Encerrado;14/02/2014;04/11/2015;06/02/2015;04/11/2015
11302017;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048513-3;300028;ASS BENEFICENTE 2001;04.186.163/0001-61;307366;CR.P.CONV - TURMA DO BALAO MAGICO;91;55.0;57283.14;3897.63;;23/12/2017;22/12/2022;Aprovado;22/12/2017;31/08/2018;22/12/2017;
446;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.329.754-4   ;300887;ASSOCIACAO  BENEFICENTE EPONINA ROCHA GONCALVES;15.799.195/0001-59;307758;CR.P.CONV - VOVO NINA;110;62.0;68165.16;4776.36;;19/08/2015;18/02/2018;Encerrado;19/02/2013;07/12/2017;19/02/2015;31/12/2017
2892018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051349-8;300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43.633.288/0001-44;400612;CEI INDIR - FRANK DUFF;158;50.0;82815.9;;;01/01/2018;31/12/2022;Aprovado;31/01/2018;08/02/2019;18/01/2018;
7712017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0048324-6;300412;CRECHE DE JESUS MENINO;52.633.286/0001-46;306197;CR.P.CONV - JESUS MENINO;56;;;;;01/01/2018;31/12/2022;Aprovado;01/01/2018;08/11/2018;08/12/2017;
5892018;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2018/0016431-2;301066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;97.334.676/0001-53;309066;CR.P.CONV - BEM ME QUER;116;25.0;62172.24;18692.75;1674.72;13/04/2018;12/04/2023;Aprovado;13/04/2018;07/02/2019;27/03/2018;
505;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2012-0.253.801-7   ;300593;SOCIEDADE SANTOS MARTIRES;60.731.569/0001-59;306254;CR.P.CONV - SANTA ANA;78;;;3413.78;;13/05/2015;12/11/2017;Encerrado;13/03/2015;01/02/2018;25/03/2015;12/11/2017
11272017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0047478-6;300113;ASS CRIANCA BRASIL;58.373.234/0001-64;307992;CR.P.CONV - RECANTO DA ALEGRIA IV;178;80.0;98991.3;18000.0;2391.26;01/01/2018;31/12/2022;Aprovado;01/01/2018;07/03/2019;22/12/2017;
2580;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2015-0.255.038-1   ;300444;INSTITUTO CIDADAO BRASILEIRO PARTICIPATIVO;07.189.118/0001-59;400758;CEI INDIR - JARDIM MARIA SAMPAIO;276;107.0;149393.16;;;21/01/2016;20/07/2018;Encerrado;21/01/2016;16/01/2018;10/02/2016;31/12/2017
2156;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2015-0.095.281-4   ;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306445;CR.P.CONV - LAR BIBI MONTEIRO;415;163.0;225138.99;;;01/07/2015;31/12/2017;Encerrado;23/06/2015;02/01/2018;12/08/2015;31/12/2017
231;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2012-0.281.971-7   ;300517;MOSTEIRO SAO GERALDO DE SAO PAULO;61.697.678/0001-60;400460;CEI INDIR - ISABEL RIBEIRO;85;17.0;48943.51;;;01/07/2015;30/12/2017;Encerrado;21/12/2012;23/02/2018;24/03/2014;30/12/2017
2403;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.117-0   ;300736;ASS SAO SABAS DE FILANTROPIA;55.050.546/0001-49;400739;CEI INDIR - PAULO FRANCISCO SECKLER PUCCA;183;36.0;90650.43;;;21/07/2015;20/01/2018;Encerrado;21/07/2015;04/01/2018;05/11/2015;31/12/2017
2672017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046103-0;300277;CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO;04.427.955/0001-80;306544;CR.P.CONV - CAFRACI - NUCLEO I;162;35.0;81000.9;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;06/03/2018;27/10/2017;
13592017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0057659-7;300729;CENTRO SOCIAL COMUNITARIO PADRE JOSE;51.739.977/0001-66;306354;CR.P.CONV - JOSE, PE;60;18.0;45026.64;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;04/02/2019;28/12/2017;
7612018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2018/0049437-1;800350;ASSOCIACAO JOAO RODRIGUES DE FREITAS;00.103.177/0001-13;309224;CR.P.CONV - APRENDENDO A CRESCER;77;77.0;59150.63;5000.0;;25/09/2018;24/09/2023;Aprovado;25/09/2018;02/10/2018;24/09/2018;
4772017;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;6016.2017/0043380-0;800036;ASSOCIACAO NOITE ENCANTADA;00.209.352/0001-51;308302;CR.P.CONV - NOITE ENCANTADA I;102;53.0;62127.72;5600.0;816.12;25/11/2017;24/11/2022;Aprovado;25/11/2017;07/02/2019;17/11/2017;
258;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2008-0.337.175-2   ;300172;ASSOCIACAO VALE VERDE;02.622.112/0001-00;306791;CR.P.CONV - CANTINHO VALE VERDE;156;52.0;82400.76;3996.32;;02/04/2012;01/10/2014;Encerrado;02/10/2009;16/12/2014;30/05/2014;
12892017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0055543-3;300830;ASS BENEFICENTE LUZ;04.658.156/0001-15;308729;CR.P.CONV - RELUZ;160;16.0;75535.68;8000.0;897.61;17/01/2018;16/01/2023;Aprovado;17/01/2018;08/02/2019;28/12/2017;
587;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2014-0.174.123-8   ;300860;INSTITUTO ARTE DE APRENDER;01.288.473/0001-07;308136;CR.P.CONV - CASTELO ENCANTADO;133;46.0;70652.73;9540.0;828.18;05/03/2017;04/09/2019;Encerrado;05/09/2014;21/02/2018;02/04/2015;21/02/2018
11812017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0057651-1;800108;ASSOCIACAO RECANTO VERDE;00.097.043/0001-37;308501;CR.P.CONV - BIANCA BABY;70;9.0;39104.02;6000.0;;01/01/2018;31/12/2022;Aprovado;29/12/2017;26/02/2019;26/12/2017;
6502017;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0050814-1;300771;ASS E CENTRO DE APOIO SOCIAL DE EDUCACAO PRIMEIROS PASSOS;02.459.549/0001-74;307894;CR.P.CONV - ABC DA CRIANCA;179;68.0;96553.59;8550.0;883.38;12/12/2017;11/12/2022;Aprovado;11/12/2017;12/02/2019;04/12/2017;
2172;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.156.886-4   ;300086;ASS BENEFICENTE JERUSALEM - ABJ;04.420.470/0001-65;307439;CR.P.CONV - ENCANTADO II;76;32.0;47801.32;3479.85;;20/07/2015;19/01/2018;Encerrado;20/07/2015;11/01/2018;18/08/2015;31/12/2017
169;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.202.815-9   ;300167;ASS DE VOLUNTARIOS EDUCADORES SOCIAIS AVES;07.245.599/0001-72;307840;CR.P.CONV - SAO MIGUEL ARCANJO;80;32.0;49912.16;6000.0;;12/03/2015;11/09/2017;Encerrado;11/09/2012;11/09/2017;16/09/2014;11/09/2017
3452018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048200-2;300389;FEDERACAO DE IRMAOS BENEFICENTE;59.178.822/0001-00;306711;CR.P.CONV - CURUMIM RAIO DE SOL;106;46.0;62380.92;4863.72;;01/01/2018;31/12/2022;Aprovado;19/01/2018;13/02/2019;19/01/2018;
69;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.352.633-0   ;300139;ASS DE APOIO AOS IDOSOS, CRIANCAS E ADOLESCENTES;03.837.949/0001-39;307895;CR.P.CONV - ESTRELINHAS CADENTES;97;37.0;55859.34;4518.36;;20/07/2015;19/01/2018;Encerrado;20/07/2015;18/01/2018;09/12/2014;31/12/2017
2305;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.235.035-8   ;300238;ASSOCIACAO MORIAH;07.475.642/0001-96;306953;CR.P.CONV - EFRAIM;194;72.0;104236.26;8304.73;;16/02/2016;15/08/2018;Encerrado;27/01/2016;22/01/2018;15/10/2015;31/12/2017
5722018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0014378-1;300252;CARITAS DIOCESANA DE CAMPO LIMPO;64.033.061/0001-38;309116;CR.P.CONV - DULCE, IRMA;96;;;1497.0;;27/03/2018;26/03/2023;Aprovado;27/03/2018;14/09/2018;22/03/2018;
6082018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2018/0014380-3;300280;CEDESC - CENTRO DE DES ED SOC E CUL DO PQ FERNANDA;53.815.718/0001-00;;BATATINHA;149;54.0;79745.37;6460.0;663.48;28/03/2018;27/03/2023;Em análise;28/03/2018;14/09/2018;03/04/2018;
2692017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046106-4;300277;CASA FREI REGINALDO DE ACOLHIDA A CRIANCA E AO IDOSO;04.427.955/0001-80;306614;CR.P.CONV - CAFRACI - NUCLEO II;80;18.0;46545.44;;;01/01/2018;31/12/2022;Aprovado;28/12/2017;06/02/2019;27/10/2017;
7332018;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2018/0049907-1;800388;ASSOCIACAO SOCIAL E EDUCACIONAL ALYMAR;22.683.855/0001-05;309270;CR.P.CONV - MUNDO DA FELICIDADE;112;64.0;69614.4;4982.7;;12/11/2018;11/11/2023;Aprovado;12/11/2018;23/01/2019;23/08/2018;
10952017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041172-0;300157;ASS CENTRAL E COM DO CONJUNTO HABITACIONAL BRASILANDIA B3;02.163.617/0001-53;400774;CEI INDIR - ILHA DA JUVENTUDE;243;96.0;131962.23;;;01/01/2018;31/12/2022;Encerrado;29/12/2017;21/02/2018;21/12/2017;21/02/2018
166;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2011-0.129.152-0   ;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400456;CEI INDIR - JARDIM GUANCA;240;87.0;128453.76;;;18/11/2013;17/05/2016;Encerrado;18/05/2011;13/11/2015;15/12/2014;21/10/2015
4002018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051757-4;301009;ASS COMUNITARIA RAIO DE SOL;04.107.580/0001-71;308530;CR.P.CONV - VOVO VANDA;70;25.0;42951.7;2464.0;;01/01/2018;31/12/2022;Aprovado;31/01/2018;12/09/2018;29/01/2018;
0129/SME/2014;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2013-0.359.880-5   ;301007;ASS COMUNITARIA OLHANDO PARA O FUTURO;00.103.221/0001-95;308097;CR.P.CONV - OLHAR PARA O FUTURO;138;41.0;71690.58;8446.63;;16/12/2016;15/06/2019;Encerrado;16/06/2014;15/02/2018;05/08/2014;31/12/2017
12982017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045880-2;301004;NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO;01.435.552/0001-95;308612;CR.P.CONV - VENHA CONOSCO IV;160;;;22400.0;314.61;01/01/2018;31/12/2022;Aprovado;27/12/2017;05/02/2019;28/12/2017;
5082018;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0042018-0;300763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;00.851.146/0001-40;308188;CR.P.CONV - MIRASSOL;220;73.0;116126.04;7500.0;;15/01/2018;14/01/2023;Aprovado;15/01/2018;25/02/2019;07/02/2018;
7402018;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2018/0044901-5;300746;ASS BENEFICENTE E SOCIAL SEMEADOR - ABESOS;04.267.793/0001-60;307682;CR.P.CONV - CHACARA INGLESA;64;18.0;38102.08;5000.0;;13/09/2018;12/09/2023;Aprovado;13/09/2018;26/09/2018;31/08/2018;
2670;108100;DIRETORIA REGIONAL DE EDUCACAO BUTANTA;2016-0.093.644-6   ;800093;ASSOCIACAO PAIS E FILHOS;11.694.582/0001-70;308672;CR.P.CONV - PRIMEIROS CAMINHOS;80;32.0;49912.16;5950.0;;31/05/2016;29/11/2018;Encerrado;30/05/2016;11/01/2018;06/05/2016;31/12/2017
9232017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0044299-0;800165;INSTITUTO PARA UMA VIDA MELHOR;07.907.201/0001-16;308588;CR.P.CONV - JOANINHA;140;34.0;70903.32;13300.0;683.03;01/01/2018;31/12/2022;Encerrado;19/12/2017;15/05/2018;18/12/2017;09/05/2018
2027;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.137.725-2   ;300546;PRO SAUDE ASSOC. BENEFICENTE DE ASSISTENCIA SOCIAL  HOSPITAR;24.232.886/0020-20;400797;CEI INDIR - SANTA RITA;211;113.0;121712.79;;;29/05/2015;28/11/2017;Encerrado;29/05/2015;28/11/2017;30/07/2015;28/11/2017
34;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.016.132-7   ;301082;INSTITUTO MAGDALENA NAVARRO;19.046.692/0001-37;307495;CR.P.CONV - MAE RAINHA;98;32.0;55141.08;3086.0;;29/07/2014;28/01/2017;Encerrado;20/08/2002;23/10/2015;28/11/2014;25/09/2015
275;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.254.966-5   ;300259;ASS FEMININA VILA ALPINA - PARQUE SAO LUCAS;62.863.162/0001-00;307019;CR.P.CONV - ENCARNACAO ROMERO MARTINS;118;41.0;66988.2;4700.0;400.48;29/04/2016;28/10/2018;Encerrado;29/10/2013;11/01/2018;26/03/2014;31/12/2017
3282017;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;6016.2017/0041683-2;300583;SOCIEDADE BENFEITORA JAGUARE;62.852.892/0001-06;306412;CR.P.CONV - EXTERNATO JAGUARE;134;57.0;73746.06;;;01/01/2018;31/12/2022;Aprovado;21/12/2017;26/02/2019;06/11/2017;
289;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.234-1   ;300583;SOCIEDADE BENFEITORA JAGUARE;62.852.892/0001-06;306412;CR.P.CONV - EXTERNATO JAGUARE;135;35.0;68903.55;;;01/07/2015;31/12/2017;Encerrado;27/01/2012;19/02/2018;08/08/2014;31/12/2017
1262018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043968-9;800045;INSTITUTO CASA DA ARVORE - RAIZES DA VIDA;13.575.961/0001-76;400760;CEI INDIR - CAMPO LIMPO V;166;45.0;85197.9;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;08/02/2018;11/01/2018;
7802018;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2018/0061876-3;300967;ASS UNIAO DOS MORADORES DO MUTIRAO INACIO MONTEIRO E ADJACEN;96.513.601/0001-77;309283;CR.P.CONV - DENTE DE LEITE;80;80.0;61455.2;1934.03;;27/11/2018;26/11/2023;Aprovado;27/11/2018;05/02/2019;11/10/2018;
2287;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;2015-0.175.163-4   ;300492;INSTITUTO EDUCAR DE SAO PAULO;04.886.794/0001-93;307915;CR.P.CONV - JARDIM MONTE VERDE;133;27.0;66083.61;11585.2;;21/07/2015;20/01/2018;Encerrado;21/07/2015;11/01/2018;13/10/2015;31/12/2017
13342017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0052617-4;300275;CENTRO SOCIAL DA PAROQUIA DE SANTA LUZIA;53.834.560/0001-08;400473;CR.P.CONV - SALESIANA SANTA LUZIA;90;18.0;51822.54;8427.4;746.08;30/01/2018;30/01/2023;Aprovado;31/01/2018;14/03/2019;28/12/2017;
200;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2013-0.063.426-6   ;300172;ASSOCIACAO VALE VERDE;02.622.112/0001-00;306616;CR.P.CONV - VALE VERDE;220;;;5381.4;;26/07/2013;25/01/2016;Encerrado;26/07/2013;25/11/2015;30/05/2014;16/11/2015
1212018;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0048233-9;300510;INSTITUTO KWARAY;02.861.398/0001-86;400609;CEI INDIR - FAZENDA DO CARMO;124;27.0;62051.16;;;01/01/2018;31/12/2022;Aprovado;11/01/2018;16/04/2018;11/01/2018;
2210;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.141.533-2   ;300117;ASS CRISTA BOA SEMENTE;07.219.393/0001-78;400482;CEI INDIR - LYLY BYAN;75;27.0;46071.21;;;12/07/2015;11/01/2018;Encerrado;01/07/2015;27/01/2017;27/08/2015;04/01/2017
4552017;109200;DIRETORIA REGIONAL DE EDUCACAO SAO MATEUS;6016.2017/0043763-5;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;62.264.494/0001-79;306431;CR.P.CONV - NOSSA SENHORA DA PROVIDENCIA;106;35.0;59735.64;;;01/01/2018;31/12/2022;Aprovado;19/12/2017;31/01/2018;15/11/2017;
2842017;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2017/0046144-7;300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;04.609.534/0001-70;307914;CR.P.CONV - YLE DA CRIANCA;126;;;7329.2;;;;Encerrado;;27/10/2017;27/10/2017;27/10/2017
55;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2014-0.028.348-1   ;300922;INSTITUTO GRANDE VITORIIA;00.000.104/0001-04;307767;CR.P.CONV - ALBERTINA DE SOUSA;80;31.0;49671.68;3642.21;;12/08/2014;11/02/2017;Encerrado;12/08/2014;23/10/2015;02/12/2014;21/10/2015
7682018;108300;DIRETORIA REGIONAL DE EDUCACAO CAPELA DO SOCORRO;6016.2018/0058090-1;301004;NUCLEO DE PROMOCAO SOCIAL VENHA CONOSCO;01.435.552/0001-95;309263;CR.P.CONV - VENHA CONOSCO UNIDADE V;203;203.0;139771.59;23000.0;;12/11/2018;11/11/2023;Aprovado;12/11/2018;07/02/2019;26/09/2018;
2562;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2015-0.277.213-9   ;300129;ASS DA VIDA VERDE TOPY BOL;04.931.931/0001-64;306713;CR.P.CONV - LINDALVA DIAS MARREIRO;189;18.0;89010.09;10888.02;;01/02/2016;31/07/2018;Encerrado;01/02/2016;27/01/2017;29/01/2016;31/08/2016
299;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2014-0.157.570-2   ;800024;COMITE SETH DE DESENVOLVIMENTO SOCIAL;09.047.629/0001-61;308139;CR.P.CONV - MARIA ANGELA TOSCANO STRAUB;114;78.0;73949.4;8000.0;;08/09/2014;07/03/2017;Encerrado;08/09/2014;27/01/2017;08/01/2015;31/12/2016
12432017;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;6016.2017/0045807-1;300358;CENTRO ESPIRITA JOAO SILVA;51.743.235/0001-04;306457;CR.P.CONV - JOAO SILVA;60;;;;;01/01/2018;31/12/2022;Aprovado;03/01/2018;08/06/2018;27/12/2017;
20170030;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;2016-0.071.558-0   ;300139;ASS DE APOIO AOS IDOSOS, CRIANCAS E ADOLESCENTES;03.837.949/0001-39;;ESTRELINHAS QUE BRILHAO ;115;91.0;77559.78;;;;;Reprovado;;15/05/2017;03/03/2017;
932018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0058846-3;300003;ASSOCIACAO AMIGOS LUTANDO PARA UM FUTURO MELHOR;00.385.999/0001-34;307129;CR.P.CONV - SHALLOM;80;32.0;49912.16;7765.82;675.38;01/01/2018;31/12/2022;Aprovado;13/01/2018;15/03/2019;11/01/2018;
2240;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.007.514-3   ;301039;ASS CULTURAL E EDUCACIONAL OLHOS BRILHANTES;09.310.607/0001-42;307236;CR.P.CONV - CAMINHO DO SOL;130;60.0;72675.3;4761.52;;24/07/2015;23/01/2018;Encerrado;24/07/2015;20/10/2015;11/09/2015;20/10/2015
8222017;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;6016.2017/0055562-0;300592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400750;CEI INDIR - CEREJEIRAS;506;194.0;273366.42;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;15/03/2019;13/12/2017;
0149/SME/2011;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2011-0.167.273-7   ;300442;INSTITUTO CEM POR CENTO SOCIAL;07.305.065/0001-94;307062;CR.P.CONV - UNIVERSO DA CRIANCA III;174;80.0;97199.1;7838.49;;05/02/2014;04/08/2016;Encerrado;04/08/2011;21/09/2016;04/08/2014;04/08/2016
1192017;108500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;6016.2017/0044312-0;300751;INSTITUTO EDUCACIONAL PAIS E FILHOS;08.351.152/0001-40;400755;CEI INDIR - JARDIM WILMA FLOR;217;73.0;114781.89;;;11/09/2017;10/09/2022;Aprovado;30/08/2017;31/08/2018;30/08/2017;
292017;108700;DIRETORIA REGIONAL DE EDUCACAO ITAQUERA;2017-0.100.713-0   ;300984;GALPAO ATRIA BRASIL;14.682.279/0001-45;307269;CR.P.CONV - GALPAO ATRIA IMPERADOR;145;53.0;77712.69;9500.0;192.0;;;Encerrado;;15/12/2017;26/06/2017;15/12/2017
165;108800;DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE;2011-0.129.105-9   ;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400457;CEI INDIR - JULIO LAMAS RIVERA, DR.;158;48.0;82334.94;;;18/11/2013;17/05/2016;Encerrado;18/05/2011;13/11/2015;15/12/2014;21/10/2015
2675;109100;DIRETORIA REGIONAL DE EDUCACAO SANTO AMARO;2016-0.064.353-8   ;300541;MOVIMENTO PAULISTA;03.435.857/0001-22;306730;CR.P.CONV - ANJO PEQUENINO;140;;;7826.76;;08/05/2016;07/11/2018;Encerrado;05/05/2016;17/01/2018;10/05/2016;31/12/2017
4632018;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;6016.2017/0051746-9;301080;ASSIST COMUNIT E SOCIAL JARDIM ROBRU E ADJ VO ESTER;09.308.607/0001-08;308562;CR.P.CONV - VO ESTER II;78;33.0;49097.22;3426.08;25.92;01/01/2018;31/12/2022;Aprovado;31/01/2018;11/02/2019;02/02/2018;
5122018;108200;DIRETORIA REGIONAL DE EDUCACAO CAMPO LIMPO;6016.2017/0043876-3;300595;ASSOCIACAO UNIAO E PROGRESSO DO PARQUE ARARIBA E ADJACENCIAS;50.105.899/0001-85;308025;CR.P.CONV - IRINEU;444;148.0;234525.24;30590.0;1359.88;01/01/2018;31/12/2022;Aprovado;29/12/2017;25/02/2019;08/02/2018;
532018;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;6016.2017/0058847-1;300003;ASSOCIACAO AMIGOS LUTANDO PARA UM FUTURO MELHOR;00.385.999/0001-34;307569;CR.P.CONV - SHALLOM II;140;64.0;78117.72;6500.0;884.35;01/01/2018;31/12/2022;Aprovado;05/01/2018;15/03/2019;04/01/2018;
12402017;108900;DIRETORIA REGIONAL DE EDUCACAO PENHA;6016.2017/0058489-1;300884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;00.846.810/0001-63;308633;CR.P.CONV - MEU SONHO ENCANTADO;80;36.0;50874.08;6500.0;884.12;01/01/2018;31/12/2022;Aprovado;29/12/2017;27/08/2018;27/12/2017;
269;108400;DIRETORIA REGIONAL DE EDUCACAO FREGUESIA/BRASILANDIA;2012-0.308.436-2   ;300211;ASSOCIACAO SAO JOSE DAS SERVAS DA CARIDADE;50.123.496/0001-69;400347;CEI INDIR - PARQUE PERUCHE;203;68.0;107306.79;;;01/07/2015;31/12/2017;Encerrado;26/12/2012;28/12/2017;30/05/2014;31/12/2017
219;109300;DIRETORIA REGIONAL DE EDUCACAO SAO MIGUEL;2012-0.252.430-0   ;300448;INSTITUTO DE ACAO SOCIAL AMIGOS DA CIDADE;48.464.523/0001-15;306853;CR.P.CONV - AMIGOS DA CIDADE I;104;32.0;58045.92;4474.68;;13/06/2015;12/12/2017;Encerrado;13/12/2012;01/08/2016;30/07/2014;31/12/2015
545;109000;DIRETORIA REGIONAL DE EDUCACAO PIRITUBA/JARAGUA;2012-0.304.168-0   ;800003;INSTITUTO SOCIAL SAO JOAO GUALBERTO;43.436.591/0001-57;306380;CR.P.CONV - VALOMBROSANA;85;9.0;47019.67;;;01/07/2015;31/12/2017;Encerrado;28/12/2012;06/01/2017;08/08/2014;30/12/2016
