Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data Solicitação Parceria;Data do Encerramento
8612017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048911-2;800.087;ASSOCIAÇÃO CENTRAL BEM VIVER;20.068.053/0001-51;308.502;CR.P.CONV - ESTACAO KIDS;221;52;123.631,46;15.000,00;2.141,80;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;15/12/2017;
2173;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.210.613-9;800.087;ASSOCIAÇÃO CENTRAL BEM VIVER;20.068.053/0001-51;308.502;CR.P.CONV - ESTACAO KIDS;219;98;129.452,66;15.000,00;2.056,11;24/11/2015;23/05/2018;Encerrado;24/11/2015;07/07/2017;19/08/2015;31/12/2017
9552017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048916-3;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.519;CR.P.CONV - ESTRELA DA MANHA, CEI;203;0;104.079,46;;;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;18/12/2017;
1870;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.090.490-9;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.519;CR.P.CONV - ESTRELA DA MANHA, CEI;132;;71.420,46;;;01/07/2015;31/12/2017;Encerrado;30/06/2015;;14/04/2015;31/12/2017
169;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.993-9;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.519;CR.P.CONV - ESTRELA DA MANHA, CEI;132;;61.410,00;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;28/12/2012;03/04/2014;30/06/2015
10962017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049775-1;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;308.350;CR.P.CONV - EURIDICE FERREIRA DE MELO;240;88;139.984,36;25.000,00;4.115,03;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;21/12/2017;
2061;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.186.742-0;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;308.350;CR.P.CONV - EURIDICE FERREIRA DE MELO;240;83;138.850,01;21.184,08;;24/07/2015;23/01/2018;Encerrado;24/07/2015;09/10/2017;05/08/2015;31/12/2017
9202017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049450-7;800.119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308.590;CR.P.CONV - FLOR DE LOTUS;277;50;147.303,64;23.800,00;3.522,64;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;18/12/2017;
2420;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.296.902-1;800.119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308.590;CR.P.CONV - FLOR DE LOTUS;260;127;153.012,46;23.800,00;3.522,64;01/03/2016;31/08/2018;Encerrado;01/03/2016;17/07/2017;11/11/2015;31/12/2017
52017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.077.172-4;800.119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308.794;CR.P.CONV - FLORESCER;139;78;94.202,84;5.700,00;809,13;22/05/2017;21/05/2022;Aprovado;22/05/2017;14/03/2018;08/06/2017;
101;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.257.844-4;300.588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307.096;CR.P.CONV - FONTE DO SABER;60;14;37.298,80;5.800,00;258,93;18/11/2013;17/05/2016;Encerrado;18/11/2013;;26/03/2014;17/05/2016
172;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.118-0;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.309;CR.P.CONV - GERONIMO RODRIGUES, MONS;127;;51.872,00;;;01/07/2010;31/12/2012;Encerrado;23/06/2010;;03/04/2014;
171;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.118-0;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.309;CR.P.CONV - GERONIMO RODRIGUES, MONS;120;60;67.590,00;;;01/01/2013;30/06/2015;Encerrado;23/06/2010;03/02/2015;03/04/2014;30/06/2015
1240;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.094.918-8;300.588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307.103;CR.P.CONV - GIRASSOL;146;50;88.305,98;14.000,00;5.423,30;24/09/2014;23/03/2017;Encerrado;24/09/2014;24/09/2014;01/10/2014;23/03/2017
103;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.312.234-3;300.588;SOCIEDADE DE DEFESA E APOIO AS COMUNIDADES URBANAS - SDA;02.998.969/0001-29;307.103;CR.P.CONV - GIRASSOL;190;;77.185,00;11.000,00;2.964,10;25/11/2011;24/05/2014;Encerrado;25/11/2011;;27/03/2014;
9722017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0050705-6;300.523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;306.469;CR.P.CONV - HELENA DA SILVA TEIXEIRA;91;24;60.266,20;5.474,22;520;01/01/2018;31/12/2022;Aprovado;29/12/2017;;19/12/2017;
1905;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.109.226-6;300.523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;306.469;CR.P.CONV - HELENA DA SILVA TEIXEIRA;91;24;58.567,93;6.195,16;520;01/07/2015;31/12/2017;Encerrado;25/06/2015;25/06/2015;05/05/2015;31/12/2017
174;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.305-1;300.523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;306.469;CR.P.CONV - HELENA DA SILVA TEIXEIRA;80;36;47.480,00;5.569,48;;01/01/2013;30/06/2015;Encerrado;28/06/2010;30/09/2013;03/04/2014;30/06/2015
9742017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048924-4;300.508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;306.919;CR.P.CONV - IPIRANGA;189;71;114.155,75;13.661,16;;01/01/2018;31/12/2022;Aprovado;29/12/2017;29/12/2017;19/12/2017;
1681;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.181.921-3;300.508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;306.919;CR.P.CONV - IPIRANGA;189;57;107.852,58;13.661,00;;27/11/2015;26/05/2018;Encerrado;27/05/2013;17/07/2017;19/02/2015;31/12/2017
207;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.181.921-3;300.508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;306.919;CR.P.CONV - IPIRANGA;208;83;90.728,00;10.463,42;1.984,93;11/08/2010;10/02/2013;Encerrado;11/08/2010;;04/04/2014;
10212017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049454-0;800.183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;308.354;CR.P.CONV - JARDIM FLOR DE LIS;207;27;111.928,23;15.088,23;3.239,20;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;20/12/2017;
3766;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.087.358-7;800.183;ASSOCIACAO NOVOS HORIZONTES A COMUNIDADE;22.638.624/0001-71;308.354;CR.P.CONV - JARDIM FLOR DE LIS;213;43;114.814,18;15.088,23;3.239,20;01/09/2016;28/02/2019;Encerrado;01/09/2016;09/06/2017;18/08/2016;31/12/2017
2141;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.171.096-2;300.129;ASS DA VIDA VERDE TOPY BOL;04.931.931/0001-64;308.354;CR.P.CONV - JARDIM FLOR DE LIS;207;117;132.346,53;18.000,00;;24/07/2015;23/01/2018;Encerrado;24/07/2015;04/02/2016;10/08/2015;31/08/2016
9842017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048926-0;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.309;CR.P.CONV - JERONIMO RODRIGUES, MONS;120;60;81.933,60;;;01/01/2018;31/12/2022;Aprovado;22/12/2017;;19/12/2017;
1872;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.090.488-7;300.732;OBRAS SOCIAIS DO JARDIM CLIMAX;53.824.082/0001-55;306.309;CR.P.CONV - JERONIMO RODRIGUES, MONS;120;60;79.625,10;;;01/07/2015;31/12/2017;Encerrado;10/06/2015;10/06/2015;14/04/2015;31/12/2017
9732017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0050724-2;300.386;COMUNIDADE EDUCACIONAL DE BASE SITIO DO PINHEIRINHO;62.462.528/0001-30;306.514;CR.P.CONV - JESUS MENINO,C. ED. COMUNITARIO;225;77;131.026,49;;;01/01/2018;31/12/2022;Aprovado;21/12/2017;21/12/2017;19/12/2017;
1917;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.671-2;300.386;COMUNIDADE EDUCACIONAL DE BASE SITIO DO PINHEIRINHO;62.462.528/0001-30;306.514;CR.P.CONV - JESUS MENINO,C. ED. COMUNITARIO;224;76;126.695,50;;;01/07/2015;31/12/2017;Encerrado;15/06/2015;09/10/2017;13/05/2015;31/12/2017
183;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.501-0;300.386;COMUNIDADE EDUCACIONAL DE BASE SITIO DO PINHEIRINHO;62.462.528/0001-30;306.514;CR.P.CONV - JESUS MENINO,C. ED. COMUNITARIO;269;73;123.505,00;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;31/01/2014;03/04/2014;30/06/2015
9362017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048931-7;300.496;IHDI - INSTITUTO HUMANIZACAO E DESENVOLVIMENTO INTEGRAL;55.072.474/0001-30;306.308;CR.P.CONV - JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;60;;39.133,20;;;01/01/2018;31/12/2022;Aprovado;19/12/2017;;18/12/2017;
1842;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.076.835-5;300.496;IHDI - INSTITUTO HUMANIZACAO E DESENVOLVIMENTO INTEGRAL;55.072.474/0001-30;306.308;CR.P.CONV - JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;60;;38.030,40;;;01/07/2015;31/12/2017;Encerrado;26/05/2015;13/10/2016;07/04/2015;31/12/2017
184;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.202-0;300.496;IHDI - INSTITUTO HUMANIZACAO E DESENVOLVIMENTO INTEGRAL;55.072.474/0001-30;306.308;CR.P.CONV - JOEL CORREA DE AVILA, LAR ASSIST A CRIANCA;70;9;38.515,00;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;28/12/2012;03/04/2014;30/06/2015
11252017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0050548-7;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;306.916;CR.P.CONV - JOSEFA JULIA;234;76;134.677,00;17.625,16;2.307,22;01/01/2018;31/12/2022;Aprovado;21/12/2017;21/12/2017;22/12/2017;
107;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.053.151-3;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;306.916;CR.P.CONV - JOSEFA JULIA;210;36;115.262,52;17.500,00;2.214,93;23/07/2015;22/01/2018;Encerrado;12/04/2013;30/06/2017;28/03/2014;31/12/2017
10702017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048394-1;300.536;MOVIMENTO DE DEFESA DO FAVELADO REGIAO EPISCOPAL BELEM;54.636.022/0001-71;306.474;CR.P.CONV - JULIO CESAR DE AGUIAR;63;18;44.739,12;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;20/12/2017;
108;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.053.147-5;300.536;MOVIMENTO DE DEFESA DO FAVELADO REGIAO EPISCOPAL BELEM;54.636.022/0001-71;306.474;CR.P.CONV - JULIO CESAR DE AGUIAR;63;18;44.739,12;;;23/07/2015;22/01/2018;Encerrado;24/05/2013;23/07/2015;28/03/2014;31/12/2017
9182017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049462-0;800.071;GRUPO DE ASSISTÊNCIA AO TRATAMENTO E HOSPEDAGEM INFANTIL;04.480.432/0001-06;308.353;CR.P.CONV - JURANDYR BARBOSA;139;45;86.716,13;5.032,61;245,58;01/01/2018;31/12/2022;Aprovado;22/12/2017;22/12/2017;18/12/2017;
2140;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.180.058-9;800.071;GRUPO DE ASSISTÊNCIA AO TRATAMENTO E HOSPEDAGEM INFANTIL;04.480.432/0001-06;308.353;CR.P.CONV - JURANDYR BARBOSA;118;45;77.599,51;4.000,00;;24/07/2015;23/01/2018;Encerrado;24/07/2015;07/08/2017;10/08/2015;31/12/2017
2232017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0043838-0;800.197;ASSOCIAÇÃO CULTURAL GIRASSOL DE LUZ;09.575.019/0001-30;308.861;CR.P.CONV - KATATAU;70;9;46.249,23;2.974,68;286,07;13/11/2017;12/11/2022;Aprovado;13/11/2017;03/04/2018;20/10/2017;
10892017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049176-1;300.458;LAR DO AMOR CRISTAO;61.923.090/0001-87;306.500;CR.P.CONV - LAR DO AMOR CRISTAO;60;;39.133,20;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;21/12/2017;
1884;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.169-5;300.458;LAR DO AMOR CRISTAO;61.923.090/0001-87;306.500;CR.P.CONV - LAR DO AMOR CRISTAO;60;;38.030,40;;;01/07/2015;31/12/2017;Encerrado;21/05/2015;;16/04/2015;31/12/2017
192;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.220-8;300.458;LAR DO AMOR CRISTAO;61.923.090/0001-87;306.500;CR.P.CONV - LAR DO AMOR CRISTAO;60;;32.700,00;;;01/01/2013;30/06/2015;Encerrado;15/06/2010;28/12/2012;04/04/2014;30/06/2015
193;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.121.965-8;300.456;LAR NOSSA SENHORA DA CONSOLACAO;44.002.939/0001-60;306.528;CR.P.CONV - LAR ESCOLA NSA SRA CONSOLACAO II;210;64;100.690,00;;;01/01/2013;30/06/2015;Encerrado;25/06/2010;10/06/2013;04/04/2014;30/06/2015
9152017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049651-8;300.456;LAR NOSSA SENHORA DA CONSOLACAO;44.002.939/0001-60;306.528;CR.P.CONV - LAR NOSSA SENHORA DA CONSOLACAO;210;64;121.614,88;;;01/01/2018;31/12/2022;Aprovado;29/12/2017;;18/12/2017;
1840;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.455-7;300.456;LAR NOSSA SENHORA DA CONSOLACAO;44.002.939/0001-60;306.528;CR.P.CONV - LAR NOSSA SENHORA DA CONSOLACAO;210;64;118.188,22;;;01/07/2015;31/12/2017;Encerrado;12/05/2015;12/05/2015;06/04/2015;31/12/2017
9522017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0050579-1;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;308.064;CR.P.CONV - LEONARDA SOARES ALVES;283;124;166.676,94;18.082,70;2.442,63;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;18/12/2017;
109;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.356.440-2;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;308.064;CR.P.CONV - LEONARDA SOARES ALVES;283;134;164.185,46;18.924,21;;28/08/2016;27/02/2019;Encerrado;28/02/2014;24/07/2017;28/03/2014;31/12/2017
10632017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048935-0;300.246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;306.409;CR.P.CONV - LIBERDADE;96;;57.148,92;;;01/01/2018;31/12/2022;Aprovado;21/12/2017;;20/12/2017;
1735;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.225-6;300.246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;306.409;CR.P.CONV - LIBERDADE;96;;55.538,46;;;01/07/2015;31/12/2017;Encerrado;27/05/2015;04/02/2016;25/03/2015;31/12/2017
195;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.123.005-8;300.246;ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB;61.705.877/0001-72;306.409;CR.P.CONV - LIBERDADE;84;;42.876,00;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;19/09/2013;04/04/2014;30/06/2015
10222017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049658-5;300.883;IMA INSTITUTO MANOEL DE ALENCAR;00.103.180/0001-37;308.572;CR.P.CONV - LIVIERO;287;128;169.307,70;21.250,00;3.406,33;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;20/12/2017;
2242;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.210.603-1;300.883;IMA INSTITUTO MANOEL DE ALENCAR;00.103.180/0001-37;308.572;CR.P.CONV - LIVIERO;301;137;156.374,20;21.250,00;3.406,33;26/11/2015;25/05/2018;Encerrado;26/11/2015;26/11/2015;14/09/2015;31/12/2017
8792017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048937-6;800.225;APOIO ASSOCIAÇÃO DE AUXÍLIO MUTUO DA REGIÃO LESTE;74.087.081/0001-45;306.728;CR.P.CONV - LUZ DO AMANHA;88;27;59.466,45;4.500,00;698,69;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;15/12/2017;
2732;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.150.932-0;800.225;APOIO ASSOCIAÇÃO DE AUXÍLIO MUTUO DA REGIÃO LESTE;74.087.081/0001-45;306.728;CR.P.CONV - LUZ DO AMANHA;80;18;51.861,44;6.000,00;525,22;13/07/2016;12/01/2019;Encerrado;13/07/2016;13/02/2017;05/07/2016;31/12/2017
10872017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048939-2;800.072;GRUPO DE AMPARO A CRIANÇA LUZ DO SABER;18.804.354/0001-54;308.349;CR.P.CONV - LUZ DO SABER;80;9;51.323,43;6.087,20;388,48;01/01/2018;31/12/2022;Aprovado;21/12/2017;21/12/2017;21/12/2017;
2143;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.184.104-8;800.072;GRUPO DE AMPARO A CRIANÇA LUZ DO SABER;18.804.354/0001-54;308.349;CR.P.CONV - LUZ DO SABER;80;14;52.457,78;6.087,20;388,48;24/07/2015;23/01/2018;Encerrado;24/07/2015;30/06/2017;10/08/2015;31/12/2017
10662017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049056-0;300.531;OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;62.798.699/0001-34;306.740;CR.P.CONV - MAE ACHIROPITA;184;32;103.153,72;;;01/01/2018;31/12/2022;Aprovado;21/12/2017;;20/12/2017;
3782;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.048.994-2;300.531;OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;62.798.699/0001-34;306.740;CR.P.CONV - MAE ACHIROPITA;184;32;0;;;28/10/2016;27/04/2019;Encerrado;28/10/2016;;09/09/2016;01/11/2016
280;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.048.994-2;300.531;OBRAS SOCIAIS NOSSA SENHORA AQUIROPITA;62.798.699/0001-34;306.740;CR.P.CONV - MAE ACHIROPITA;184;32;94.574,16;;;28/10/2016;27/04/2019;Encerrado;28/04/2014;12/09/2016;28/05/2014;31/12/2017
10522017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0050072-8;800.121;ASSOCIAÇÃO BENEFICIADORA UNIDOS VENCEREMOS;01.267.033/0001-65;308.575;CR.P.CONV - MAEZINHA;98;98;80.313,22;7.000,00;528,04;01/01/2018;31/12/2022;Aprovado;28/12/2017;28/12/2017;20/12/2017;
2408;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.293.404-0;800.121;ASSOCIAÇÃO BENEFICIADORA UNIDOS VENCEREMOS;01.267.033/0001-65;308.575;CR.P.CONV - MAEZINHA;98;98;78.050,32;7.000,00;528,04;29/02/2016;28/08/2018;Encerrado;29/02/2016;04/07/2017;06/11/2015;31/12/2017
10912017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049852-9;800.004;ASSOCIAÇÃO APOIO DE EMERGENCIA;12.147.705/0001-15;308.104;CR.P.CONV - MARIA CELINA DE JESUS;100;32;66.270,84;11.104,03;1.211,13;01/01/2018;31/12/2022;Aprovado;28/12/2017;;21/12/2017;
1194;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.377.711-4;800.004;ASSOCIAÇÃO APOIO DE EMERGENCIA;12.147.705/0001-15;308.104;CR.P.CONV - MARIA CELINA DE JESUS;100;32;64.403,46;11.104,03;1.211,12;25/12/2016;24/06/2019;Encerrado;25/06/2014;14/07/2017;12/08/2014;31/12/2017
201;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.409-0;300.561;SOCIEDADE INSTRUCAO E SOCORROS;61.015.129/0001-68;306.418;CR.P.CONV - MARIANO, PE.;253;82;119.320,00;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;04/04/2014;30/06/2015
1772017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.004.869-9;301.103;INSTITUTO DENTE DE LEITE;16.629.798/0001-75;308.838;CR.P.CONV - MARIAZINHA;114;18;69.611,94;15.000,00;300,26;05/10/2017;04/10/2022;Aprovado;05/10/2017;13/03/2018;28/09/2017;
8452017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049178-8;300.929;ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL;17.118.924/0001-90;306.476;CR.P.CONV - MARY ANNE;187;79;115.109,07;;;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;15/12/2017;
110;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.347.295-8;300.929;ASS ASSIST SOCIAL E PROM FILANTROP IMACULADA CONCEICAO VL AL;17.118.924/0001-90;306.476;CR.P.CONV - MARY ANNE;190;96;120.258,32;;;23/07/2015;22/01/2018;Encerrado;25/02/2013;04/02/2016;28/03/2014;31/12/2017
12102017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048950-3;300.592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400.777;CR.P.CONV - MIGUEL AFONSO DE OLIVEIRA;226;82;0;15.678,48;;;;Encerrado;;;27/12/2017;20/12/2017
8412017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048950-3;300.592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400.777;CR.P.CONV - MIGUEL AFONSO DE OLIVEIRA;226;82;132.591,66;15.678,48;;20/12/2017;19/12/2022;Aprovado;19/12/2017;;14/12/2017;
111;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.253.806-8;300.592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400.777;CR.P.CONV - MIGUEL AFONSO DE OLIVEIRA;226;82;128.855,74;15.678,49;;20/06/2015;19/12/2017;Encerrado;20/12/2012;09/08/2017;28/03/2014;19/12/2017
9562017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0048956-2;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;307.995;CR.P.CONV - MINERVINO RODRIGUES FERREIRA;258;60;141.386,76;22.446,27;2.644,30;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;18/12/2017;
130;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.223.979-8;300.630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;307.995;CR.P.CONV - MINERVINO RODRIGUES FERREIRA;258;56;136.521,02;19.684,00;;20/03/2016;19/09/2018;Encerrado;20/09/2013;27/06/2017;31/03/2014;31/12/2017
9302017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049186-9;800.119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308.538;CR.P.CONV - MUNDO AZUL;263;93;151.027,57;15.504,30;1.181,88;01/01/2018;31/12/2022;Aprovado;19/12/2017;19/12/2017;18/12/2017;
2405;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.293.409-0;800.119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;308.538;CR.P.CONV - MUNDO AZUL;248;114;131.644,80;15.504,30;1.134,58;16/12/2015;15/06/2018;Encerrado;16/12/2015;16/12/2015;05/11/2015;31/12/2017
