Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código OSC Parceira;OSC Parceira;CNPJ;Código Escola;Unidade Educacional;Vagas Contratadas; Vagas Berçário Contratadas ;Total Mensal;Verba Locação;Valor Mensal IPTU;Data Início;Data Término;Situação Parceria;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Parceria;Data do Encerramento
2259;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.264.031-3;300188;ASS GRUPO MISSAO DIVINA;02.291.905/0001-93;400322;CEI INDIR - PONTE PEQUENA;181;73;108030,82;;;01/11/2015;30/04/2018;Encerrado;29/10/2015;06/11/2017;31/01/2018;05/10/2015;31/12/2017
125;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.123.000-7;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400322;CEI INDIR - PONTE PEQUENA;168;69;104654,79;;;24/07/2015;23/01/2018;Encerrado;01/03/2013;24/07/2015;04/11/2015;28/03/2014;31/10/2015
1807;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.075.415-0;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400420;CEI INDIR - RAPHAELA CAPELLANO DIAS;140;82;92849,26;;;01/07/2015;31/12/2017;Encerrado;13/05/2015;;15/12/2017;01/04/2015;31/12/2017
212;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.899-9;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400420;CEI INDIR - RAPHAELA CAPELLANO DIAS;140;82;78640;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;26/12/2012;01/07/2015;04/04/2014;30/06/2015
1893;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.166-0;300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43.633.288/0001-44;400393;CEI INDIR - RUY AMARAL MELLO, CON;149;57;91105,38;;;01/07/2015;31/12/2017;Encerrado;30/06/2015;04/02/2016;15/12/2017;23/04/2015;31/12/2017
214;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.205-4;300307;CENTRO DE ORIENTACAO A FAMILIA- COR;43.633.288/0001-44;400393;CEI INDIR - RUY AMARAL MELLO, CON;135;42;69840;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;05/08/2015;04/04/2014;30/06/2015
2274;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.267.512-5;800017;UNIÃO SOCIAL CAMILIANA;58.250.689/0001-92;400621;CEI INDIR - SAO SAVERIO;171;48;98332,02;;;01/11/2015;30/04/2018;Encerrado;29/10/2015;14/02/2017;12/01/2018;09/10/2015;31/12/2017
121;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.338.060-1;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400621;CEI INDIR - SAO SAVERIO;188;66;109418,22;;;01/08/2014;31/01/2017;Encerrado;21/12/2011;31/07/2014;04/11/2015;28/03/2014;31/10/2015
9002017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049656-9;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400702;CEI INDIR - SIMONE AGNALDA FERREIRA;175;68;107443,66;;;01/01/2017;31/12/2021;Aprovado;19/12/2017;19/12/2017;31/01/2018;18/12/2017;
2335;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.278.394-7;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400702;CEI INDIR - SIMONE AGNALDA FERREIRA;175;46;93931,25;;;04/02/2016;03/08/2018;Encerrado;04/02/2016;11/10/2016;04/01/2018;21/10/2015;31/12/2017
296;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.346.372-6;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400702;CEI INDIR - SIMONE AGNALDA FERREIRA;176;55;92499,2;;;10/09/2013;09/03/2016;Encerrado;10/03/2011;09/09/2013;03/03/2016;29/05/2014;03/02/2016
6772017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0053721-4;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400837;CEI INDIR - SITIO CARAGUATA;124;76;87286,8;;;12/12/2017;11/12/2022;Aprovado;12/12/2017;12/12/2017;31/01/2018;05/12/2017;
1417;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.207.110-4;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400570;CEI INDIR - SONHO DE CRIANCA, C.E.I.;160;65;97474,7;;;22/03/2017;21/09/2019;Encerrado;22/09/2014;22/03/2017;12/01/2018;15/12/2014;31/12/2017
119;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.180.181-6;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400570;CEI INDIR - SONHO DE CRIANCA, C.E.I.;182;82;93760;;;22/03/2012;21/09/2014;Encerrado;22/03/2012;08/02/2013;09/01/2015;28/03/2014;
2299;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.267.514-1;800017;UNIÃO SOCIAL CAMILIANA;58.250.689/0001-92;400367;CEI INDIR - VILA CARIOCA;185;49;104414,02;;;01/11/2015;30/04/2018;Encerrado;29/10/2015;10/03/2017;15/01/2018;14/10/2015;31/12/2017
116;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.065-6;300565;SOCIEDADE BENEFICENTE SAO CAMILO;60.975.737/0001-51;400367;CEI INDIR - VILA CARIOCA;189;72;114382,62;;;01/09/2015;31/03/2018;Encerrado;01/03/2013;26/06/2015;04/11/2015;28/03/2014;31/10/2015
4855;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.242.870-7;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400625;CEI INDIR - ZEZINHO;174;54;95200,26;;;01/02/2017;31/07/2019;Encerrado;02/12/2016;;08/01/2018;08/12/2016;31/12/2017
117;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.316.042-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400625;CEI INDIR - ZEZINHO;174;54;100910,94;;;01/08/2014;31/01/2017;Encerrado;19/12/2011;28/01/2015;09/03/2017;28/03/2014;31/01/2017
1885;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.206-0;300561;SOCIEDADE INSTRUCAO E SOCORROS;61.015.129/0001-68;306418;CENTRO EDUCACIONALAGOSTINIANO PADRE MARIANO;253;82;140160,1;;;01/07/2015;31/12/2017;Encerrado;01/07/2015;14/07/2016;15/12/2017;17/04/2015;31/12/2017
2720;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.142.063-0;800002;INSTITUTO APOIAR PARA VIDA;55.295.141/0001-70;;CLUBE DAS LETRINHAS II;160;111;0;11000;7167,2;;;Reprovado;;;14/09/2017;27/06/2016;
5232017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049855-3;800386;ASSOCIAÇÃO PROTAGONISTA DO AMANHÃ;15.661.428/0001-52;;CONSTRUINDO SONHOS;80;38;0;4850;438,31;;;Encerrado;;;12/12/2017;23/11/2017;12/12/2017
1806;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.199-3;300006;ABC ASS BENEFICENTE COMUNITARIA NOVO MUNDO;66.058.942/0001-39;306465;CR.P.CONV - ABC NOVO MUNDO;92;18;57697,46;;;01/07/2015;31/12/2017;Encerrado;10/06/2015;;06/04/2017;01/04/2015;31/08/2016
86;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.109.557-6;300006;ABC ASS BENEFICENTE COMUNITARIA NOVO MUNDO;66.058.942/0001-39;306465;CR.P.CONV - ABC NOVO MUNDO;92;18;49348;;;01/01/2012;30/06/2015;Encerrado;14/06/2010;20/12/2012;01/07/2015;25/03/2014;30/06/2015
6012017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049866-9;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;306946;CR.P.CONV - ABRACAR;122;50;80526,54;9675;1048,44;29/11/2017;28/11/2022;Aprovado;28/11/2017;;30/11/2017;30/11/2017;
1935;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.123.118-5;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;306946;CR.P.CONV - ABRACAR;122;50;78257,66;9675;1048,43;29/05/2015;28/11/2017;Encerrado;29/05/2015;09/10/2017;30/11/2017;20/05/2015;28/11/2017
198;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.118.645-3;300609;ASS JUVENIL E INFANTIL - ASS ABRACAR;08.560.803/0001-02;306946;CR.P.CONV - ABRACAR;75;39;49008,6;5200;598,41;20/06/2013;19/12/2015;Encerrado;07/06/2013;;29/06/2015;04/04/2014;28/05/2015
2056;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.131.573-7;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;306681;CR.P.CONV - ACONCHEGO;89;32;61108,22;7369,9;1983,08;24/07/2015;23/01/2018;Encerrado;24/07/2015;12/07/2017;09/02/2018;04/08/2015;31/12/2017
133;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.215.503-3;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;306681;CR.P.CONV - ACONCHEGO;89;32;53871,08;7808,68;1086,6;04/04/2013;03/10/2015;Encerrado;04/10/2010;27/01/2015;04/08/2015;01/04/2014;24/07/2015
3786;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.205.219-7;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;307066;CR.P.CONV - ACONCHEGO II;85;36;58295,68;7820,79;2201,26;29/09/2016;28/03/2019;Encerrado;29/09/2016;13/06/2017;08/01/2018;13/09/2016;31/12/2017
89;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.378.611-3;300191;ASSOCIACAO PAULISTA DE APOIO A FAMILIA - APAF;07.144.360/0001-06;307066;CR.P.CONV - ACONCHEGO II;90;37;57530,5;9346,49;1206,14;19/02/2014;18/08/2016;Encerrado;18/02/2014;18/02/2014;22/09/2016;25/03/2014;18/08/2016
1866;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.458-1;300033;ASS COMUNITARIA JARDIM INDEPENDENCIA;53.755.799/0001-92;306466;CR.P.CONV - ACORDE;112;18;66745,66;;;01/07/2015;31/12/2017;Encerrado;16/06/2015;;15/12/2017;14/04/2015;31/12/2017
91;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.471-5;300033;ASS COMUNITARIA JARDIM INDEPENDENCIA;53.755.799/0001-92;306466;CR.P.CONV - ACORDE;112;18;57128;;;01/01/2013;30/06/2015;Encerrado;25/06/2010;28/12/2012;29/07/2015;25/03/2014;30/06/2015
9282017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016.2017/0048826-4;300081;ASS BENEFICENTE FEMININA SIRIO LIBANESA;43.654.110/0001-80;306452;CR.P.CONV - ADELIA CURI;98;27;0;;;;;Encerrado;;;19/12/2017;18/12/2017;19/12/2017
1909;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.662-3;300081;ASS BENEFICENTE FEMININA SIRIO LIBANESA;43.654.110/0001-80;306452;CR.P.CONV - ADELIA CURI;98;27;62396,24;;;01/07/2015;31/12/2017;Encerrado;30/06/2015;;14/12/2017;05/05/2015;31/12/2017
134;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.449-9;300081;ASS BENEFICENTE FEMININA SIRIO LIBANESA;43.654.110/0001-80;306452;CR.P.CONV - ADELIA CURI;98;27;53257;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;28/12/2012;08/07/2015;01/04/2014;30/06/2015
5022017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049854-5;800366;ASSOCIAÇAO BENEFICENTE COMUNITARIO CAMINHO DA LUZ;03.460.955/0001-10;308946;CR.P.CONV - AMOR DE CRIANCA;110;86;80833,48;17000;3289,28;15/12/2017;14/12/2022;Encerrado;15/12/2017;;07/02/2018;22/11/2017;19/01/2018
1752017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.148.091-0;800005;INSTITUTO DILMA MOURA;04.578.849/0001-06;308862;CR.P.CONV - ANJO YURI;251;116;151075,74;28290,3;2676,92;09/11/2017;08/11/2022;Aprovado;09/11/2017;;22/11/2017;27/09/2017;
20170017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.084.765-4;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;180;64;0;;;;;Encerrado;23/12/2016;;20/02/2017;10/02/2017;20/02/2017
1843;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.084.765-4;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;180;64;105627,82;;;01/07/2015;31/12/2017;Encerrado;08/06/2015;23/12/2016;15/12/2017;07/04/2015;31/12/2017
142;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.267-5;300270;ASS OBRA DO BERCO;62.440.045/0001-34;306453;CR.P.CONV - ANNA CANDIDA BRASIL NAVARRO;177;63;88635;;;01/01/2013;30/06/2015;Encerrado;29/06/2010;30/01/2015;01/07/2015;01/04/2014;30/06/2015
1855;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.091.279-0;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;306464;CR.P.CONV - ANTONIO CARLOS DIGILIO;260;90;144854,7;;;01/07/2015;31/12/2017;Encerrado;30/06/2015;04/02/2016;15/12/2017;13/04/2015;31/12/2017
135;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.346-8;300333;CIRCULO DE TRABALHADORES CRISTAOS DE VILA PRUDENTE;61.876.868/0001-44;306464;CR.P.CONV - ANTONIO CARLOS DIGILIO;280;130;137440;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;19/02/2014;06/07/2015;01/04/2014;30/06/2015
282;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.055.149-4;300407;CRECHE BARONEZA DE LIMEIRA;62.743.760/0001-46;306574;CR.P.CONV - BARONESA DE LIMEIRA;714;73;331187,26;;;16/04/2014;16/10/2017;Encerrado;16/04/2014;09/10/2017;23/01/2018;28/05/2014;16/10/2017
1883;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.092.420-9;300668;ASSOCIAÇÃO CRISTA FEMININA DE SAO PAULO;62.526.256/0001-94;306405;CR.P.CONV - BELA VISTA, C.I.;50;9;33676,32;;;01/07/2015;31/12/2017;Encerrado;24/06/2015;25/10/2016;15/12/2017;16/04/2015;31/12/2017
138;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.314-0;300668;ASSOCIAÇÃO CRISTA FEMININA DE SAO PAULO;62.526.256/0001-94;306405;CR.P.CONV - BELA VISTA, C.I.;50;18;30400;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;01/07/2015;01/04/2014;30/06/2015
322017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.090.618-2;301092;INSTITUTO ALMA MATER;13.292.716/0001-51;308212;CR.P.CONV - BEM ME QUER JARDIM DA SAUDE;80;9;51323,43;4897,76;883,69;10/06/2017;09/06/2022;Aprovado;09/06/2017;12/03/2018;21/03/2018;27/06/2017;
1268;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.146.132-4;301092;INSTITUTO ALMA MATER;13.292.716/0001-51;308212;CR.P.CONV - BEM ME QUER JARDIM DA SAUDE;70;27;48914,56;5441,96;883,69;10/12/2014;09/06/2017;Encerrado;10/12/2014;10/12/2014;27/06/2017;27/11/2014;09/06/2017
1867;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.092.419-5;300598;UNIAO BRASILEIRO ISRAELITA DO BEM ESTAR SOCIAL;60.978.723/0001-91;306397;CR.P.CONV - BETTY LAFER;200;;99890,7;;;01/07/2015;31/12/2017;Encerrado;01/06/2015;;15/12/2017;14/04/2015;31/12/2017
140;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.900-6;300598;UNIAO BRASILEIRO ISRAELITA DO BEM ESTAR SOCIAL;60.978.723/0001-91;306397;CR.P.CONV - BETTY LAFER;200;;85890;;;01/01/2013;30/06/2015;Encerrado;14/06/2010;28/12/2012;01/07/2015;01/04/2014;30/06/2015
147;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.044-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306398;CR.P.CONV - BRASILIA LACERDA ARRUDA BOTELHO;155;64;80890;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;17/12/2012;01/07/2015;01/04/2014;30/06/2015
1841;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.071.166-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;306398;CR.P.CONV - BRAZILIA LACERDA ARRUDA BOTELHO;155;64;95160,82;;;01/07/2015;31/12/2017;Encerrado;15/06/2015;15/06/2015;15/12/2017;06/04/2015;31/12/2017
1304;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.288.271-4;300921;CENTRO EDUCACIONAL DE DESENVOLV JUVENIL E INFANTIL CEDEJI;13.222.705/0001-03;308003;CR.P.CONV - BRINCARTE;160;72;99018,06;12720;;30/04/2017;29/10/2019;Encerrado;29/10/2014;08/11/2017;06/02/2018;05/12/2014;31/12/2017
71;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.220.182-0;300607;ASS EDUCACIONAL JUVENIL E INFANTIL;08.296.646/0001-70;308003;CR.P.CONV - BRINCARTE;182;98;103378;13800;5;08/10/2013;07/04/2016;Encerrado;08/10/2013;03/02/2014;05/12/2014;24/03/2014;
3775;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.139.610-0;301066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;97.334.676/0001-53;306465;CR.P.CONV - CAMPO BELO;92;18;54432,12;5316,48;;01/09/2016;28/02/2019;Encerrado;01/09/2016;;10/01/2018;29/08/2016;31/12/2017
2415;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.294.395-2;300671;ASS DEHONIANA BRASIL MERIDIONAL;04.730.949/0001-06;306454;CR.P.CONV - CASA DA CRIANCA DE V MARIANA;137;57;86081,22;;;24/11/2015;23/05/2018;Encerrado;24/11/2015;09/10/2017;07/02/2018;10/11/2015;31/12/2017
1839;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.201-4;300108;ASS CONGREGACAO DE SANTA CATARINA;60.922.168/0001-86;306454;CR.P.CONV - CASA DA CRIANCA DE V MARIANA;117;57;77606,43;;;28/05/2015;27/11/2017;Encerrado;21/05/2015;;24/02/2016;06/04/2015;23/11/2015
155;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.109.458-8;300108;ASS CONGREGACAO DE SANTA CATARINA;60.922.168/0001-86;306454;CR.P.CONV - CASA DA CRIANCA DE V MARIANA;117;57;65898;;;28/11/2012;27/05/2015;Encerrado;28/05/2010;19/11/2014;09/06/2015;03/04/2014;
1737;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.217-5;300465;FUNDACAO PAULISTA DE ASSISTENCIA A INFANCIA;62.081.138/0001-10;306402;CR.P.CONV - CASA DOM GASTAO;160;;83143,5;;;01/07/2015;31/12/2017;Encerrado;21/05/2015;;15/12/2017;25/03/2015;31/12/2017
281;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.482-0;300465;FUNDACAO PAULISTA DE ASSISTENCIA A INFANCIA;62.081.138/0001-10;306402;CR.P.CONV - CASA DOM GASTAO;160;;71490;;;01/01/2013;30/06/2015;Encerrado;17/06/2010;28/12/2010;01/07/2015;28/05/2014;30/06/2015
93;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.062.837-1;300409;CRECHE CATARINA LABOURE;62.959.333/0001-08;306305;CR.P.CONV - CATARINA LABOURE;216;72;126014,76;;;23/07/2015;22/01/2018;Encerrado;27/05/2013;09/10/2017;07/02/2018;25/03/2014;31/12/2017
1805;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.082.457-3;300190;ASSOCIACAO PARA A SAUDE - NUCLEO SALUS PAULISTA;71.732.960/0001-94;306451;CR.P.CONV - CENT RECUP EDUC NUTRICIONAL I - CREN;63;23;44580,8;;;01/07/2015;31/12/2017;Encerrado;16/06/2015;;04/12/2017;01/04/2015;30/11/2017
156;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.233-0;300190;ASSOCIACAO PARA A SAUDE - NUCLEO SALUS PAULISTA;71.732.960/0001-94;306451;CR.P.CONV - CENT RECUP EDUC NUTRICIONAL I - CREN;61;23;37149;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;03/07/2015;03/04/2014;30/06/2015
2268;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.264.035-6;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306540;CR.P.CONV - CENTRO SOCIAL DA CRIANCA;109;23;60316;;;17/12/2015;16/06/2018;Encerrado;17/12/2015;;10/01/2018;07/10/2015;31/12/2017
129;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.155.568-8;300202;ASS MADRE CABRINI DAS IRMAS MISSIONARIAS DO SAGRADO CORACAO;61.988.531/0001-29;306540;CR.P.CONV - CENTRO SOCIAL DA CRIANCA;109;23;60316;;;19/08/2013;18/02/2016;Encerrado;19/08/2013;;04/03/2016;31/03/2014;16/12/2015
1856;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.091.264-2;300216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;03.601.723/0001-34;306406;CR.P.CONV - CLARET;121;48;77398,02;;;01/07/2015;31/12/2017;Encerrado;30/06/2015;18/11/2016;15/12/2017;13/04/2015;31/12/2017
157;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.109.464-2;300216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;03.601.723/0001-34;306406;CR.P.CONV - CLARET;122;48;66210;;;01/01/2013;30/06/2015;Encerrado;21/06/2010;28/12/2012;07/07/2015;03/04/2014;30/06/2015
1195;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.357.066-8;800002;INSTITUTO APOIAR PARA VIDA;55.295.141/0001-70;308061;CR.P.CONV - CLUBE DAS LETRINHAS;79;18;51368,32;6045;388,12;06/09/2016;05/03/2019;Encerrado;06/03/2014;01/08/2017;15/01/2018;12/08/2014;31/12/2017
1916;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.098.173-3;300289;CENTRO SOCIAL EVANGELICO DO SACOMA;58.720.350/0001-02;306307;CR.P.CONV - COLHEITA DE ESPERANCA;140;68;89762,54;5942,33;417,96;01/07/2015;31/12/2017;Encerrado;30/06/2015;30/06/2015;15/12/2017;13/05/2015;31/12/2017
162;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.127.890-5;300289;CENTRO SOCIAL EVANGELICO DO SACOMA;58.720.350/0001-02;306307;CR.P.CONV - COLHEITA DE ESPERANCA;140;68;76190;3267,04;126,68;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;03/07/2015;03/04/2014;30/06/2015
7922017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;6016.2017/0049855-3;800386;ASSOCIAÇÃO PROTAGONISTA DO AMANHÃ;15.661.428/0001-52;308947;CR.P.CONV - CONSTRUINDO SONHOS;116;56;79164,04;4850;835,29;12/12/2017;11/12/2022;Aprovado;12/12/2017;07/03/2018;13/03/2018;12/12/2017;
1913;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.653-4;300627;LICEU CORACAO DE JESUS;60.463.072/0001-05;306407;CR.P.CONV - CORACAO DE JESUS;120;9;68380,62;;;01/07/2015;31/12/2017;Encerrado;17/06/2015;;15/12/2017;06/05/2015;31/12/2017
166;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.126.274-0;300627;LICEU CORACAO DE JESUS;60.463.072/0001-05;306407;CR.P.CONV - CORACAO DE JESUS;120;9;58665;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;03/07/2015;03/04/2014;30/06/2015
1592017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.117.939-0;800094;ASSOCIAÇÃO CORDEIRINHO;21.946.373/0001-20;308504;CR.P.CONV - CORDEIRINHO;80;62;63347,54;9270,01;;20/09/2017;19/09/2022;Aprovado;20/09/2017;;22/09/2017;22/09/2017;
2298;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.272.416-9;800094;ASSOCIAÇÃO CORDEIRINHO;21.946.373/0001-20;308504;CR.P.CONV - CORDEIRINHO;80;80;59445,2;11587,52;719,06;26/11/2015;25/05/2018;Encerrado;26/11/2015;26/11/2015;22/09/2017;14/10/2015;19/09/2017
6242017;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017.0117/9993;800094;ASSOCIAÇÃO CORDEIRINHO;21.946.373/0001-20;308591;CR.P.CONV - CORDEIRINHO III;78;47;58929,65;4729,62;471,82;01/11/2017;31/10/2022;Aprovado;01/11/2017;;01/12/2017;01/12/2017;
2421;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.296.918-8;800094;ASSOCIAÇÃO CORDEIRINHO;21.946.373/0001-20;308591;CR.P.CONV - CORDEIRINHO III;70;58;50572;5064,56;471,82;14/03/2016;13/09/2018;Encerrado;14/03/2016;14/03/2016;01/12/2017;11/11/2015;01/11/2017
2419;108600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.296.913-7;800005;INSTITUTO DILMA MOURA;04.578.849/0001-06;308696;CR.P.CONV - CORUJA SAPECA;79;79;58797,88;6000;872,34;31/05/2016;29/11/2018;Encerrado;31/05/2016;31/05/2016;24/01/2018;11/11/2015;31/12/2017
