Cod OSC;Nome OSC;CNPJ;Tipo_Logradouro;Nome_Logradouro;Endereco_Numero;Complemento;Bairro;CEP;Representante Legal;Portaria Credenciamento;Validade Credenciamento;Data Descredenciamento;Status Credenciamento;;;;;;;;
300732;OBRAS SOCIAIS DO JARDIM CLIMAX;53824082000155;Rua;JOSÉ PEREIRA BARRETO;79    ;;JARDIM CLÍMAX;4177350;CLARICE CUSTÓDIA DE OLIVEIRA;152;2017-09-11 00:00:00.000;;CREDENCIADA;;;;;;;;
300733;FUNDACAO ARNALDO VIEIRA DE CARVALHO;62327663000172;Rua;DOUTOR CESÁRIO MOTA JÚNIOR;61    ;13 ANDAR;VILA BUARQUE;1221020;;79;2017-07-22 00:00:00.000;;CREDENCIADA;;;;;;;;
300734;INSTITUTO EDUCACIONAL ANA E RAFAEL;11093576000167;Rua;DAS SENSITIVAS;172   ;;VILA BELA;3202080;LAURA HELENA ANDRE;104;;;CREDENCIADA;;;;;;;;
300737;INSTITUTO LIRIOS DO VALE;04023060000180;Rua;IRITUIA;1     ;;PERUS;5202160;CRISTIANE RIBEIRO DE ANDRADE SILVA;53;2017-07-03 00:00:00.000;;CREDENCIADA;;;;;;;;
300738;ASS EDUCACIONAL LABOR;66519067000145;Avenida;DAS NAÇÕES UNIDAS;22351 ;;VILA ALMEIDA;4795100;MARK ALBRECHT ESSLE;;;;CREDENCIADA;;;;;;;;
300742;INSTITUTO AMOR E UNIAO;73000911000192;Rua;JOSEFA FONTOURA;545   ;;PARQUE PANAMERICANO;2992180;JOSÉ MANUEL DE OLIVEIRA SIMÕES;48;2017-06-27 00:00:00.000;2017-03-16 00:00:00.000;DESCREDENCIADA;;;;;;;;
300744;INSTITUTO IRMAS MISSIONARIAS DE NOSSA SENHORA CONSOLADORA;60790631000183;Avenida;PARADA PINTO;3002  ;;VILA NOVA CACHOEIRINHA;2611001;;;;;CREDENCIADA;;;;;;;;
300749;IGREJA EVANG ASSEMB DE DEUS - MINIST A ESPADA DO ESPIRITO;08898481000106;Rua;SÃO JOSÉ DE MOSSAMEDES;388   ;;NÚCLEO LAGEADO;8440540;;45;2017-07-30 00:00:00.000;;CREDENCIADA;;;;;;;;
300750;ASSOCIAÇÃO NOSSA SENHORA DE LURDES;09404384000182;Rua;ALTO TOCANTINS;27    ;;JARDIM PAULISTANO (ZONA NORTE);2814010;UMBERLINO FRANCISCO DA SILVA;29;2017-08-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300752;ASS DOS MORADORES E PROPRIETARIOS DE VILA BRASILANDIA;52635125000191;Rua;BARÃO DE SANTO ÂNGELO;163   ;;JARDIM DO TIRO;2842000;SERGIO RODRIGUES GONELLI;50;2017-08-17 00:00:00.000;;CREDENCIADA;;;;;;;;
300753;ASS ASSEMBLEIA DE DEUS MINISTERIO AGAPE DO ITAIM;07047099000126;Rua;ISABEL MORALES DE OLIVEIRA MIRAGAIA;674   ;;JARDIM DOS IPÊS;8161300;EDIVALDO DE SOUZA;52;2017-08-23 00:00:00.000;;CREDENCIADA;;;;;;;;
300754;UNIAO DOS MORADORES E DO COMERCIO DE PARAISOPOLIS;53820619000109;Rua;ERNEST RENAM;1366  ;;PARAISÓPOLIS;5659020;GILSON DA CRUZ RODRIGUES;;;;CREDENCIADA;;;;;;;;
300755;INSTITUTO PRESBITERIANO MACKENZIE;60967551000150;Rua;DA CONSOLAÇÃO;896   ;;CONSOLAÇÃO;1302000;;;;;CREDENCIADA;;;;;;;;
300757;INSTITUTO BARA;09350668000133;Estrada;DO CONGO;231   ;;JARDIM PIRITUBA;2984090;ANA CLEIDE GOMES DA SILVA;;;;CREDENCIADA;;;;;;;;
300758;FUNDACAO SAO PAULO;60990751000124;Rua;JOÃO RAMALHO;182   ;;PERDIZES;5008000;JOSÉ RODOLPHO PERAZZOLO;60;2017-07-03 00:00:00.000;;CREDENCIADA;;;;;;;;
300759;ASSOCIAÇÃO UNIÃO DE MORADORES DO JARDIM VISTA ALEGRE;59586347000100;Rua;FRANCISCO ALVES PEREIRA;467   ;;JARDIM SANTA CRUZ (ZONA NORTE);2674050;ED FAUSTINO CARLOS JUNIOR;178;2017-08-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300760;INSTITUTO ROSARIA BARONE;07745671000120;Estrada;DO CONGO;231   ;;JARDIM PIRITUBA;2984090;MIRIAM MARIA FERREIRA LUZ SILVA;;;;CREDENCIADA;;;;;;;;
300761;ASS XV DE NOVEMBRO DO JARDIM SAO CARLOS;08060628000194;Rua;SANTA RITA DO JACUTINGA;176   ;A;VILA JACUI;8262260;ALVARO ARTHUR ERMOLI;3;2018-01-29 00:00:00.000;;CREDENCIADA;;;;;;;;
300762;NUCLEO DE APOIO SOCIAL AO CANTINHO DA ESPERANCA;03363505000109;Avenida;PRIMAVERA DE CAIENA;338   ;;PARQUE SANTA MADALENA;3981010;SEBASTIÃO OSVALDO PRADA;;;;CREDENCIADA;;;;;;;;
300763;ASS BENEFICENTE E DE MUTIRANTES FABIO CANDIDO;00851146000140;Rua;OTELO ZELONI;161   ;;PARQUE BELÉM;2850040;DUCIVAL APARECIDO SALES;31;2017-08-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300766;INSTITUTO SEMEANDO O BEM;00209340000127;Travessa;GAETANO MARINELLI;220   ;;JARDIM LIMOEIRO;8382575;;37;2014-09-30 00:00:00.000;;CREDENCIADA;;;;;;;;
300767;INSTITUTO DE EDUCACAO E ASSISTENCIA LUCIA FILIPPINI;61601183000195;Rua;MESTRAS PIAS FILIPPINI;513   ;;PARQUE MONTEIRO SOARES;2736010;;184;2017-09-23 00:00:00.000;;CREDENCIADA;;;;;;;;
300768;ASS CULTURAL COMUNITARIA PRINCESA ISABEL;04128177000129;Rua;PROFESSOR FRANCISCO PINHEIRO;1311  ;;VILA PRINCESA ISABEL;8410020;SHEILA VIANA VIEIRA SILVA;;;;CREDENCIADA;;;;;;;;
300769;INSTITUTO PRINCIPE DA PAZ;53494860000357;Avenida;DO CURSINO;2995  ;;SAÚDE;4133300;MARIA GILDA ALMEIDA DOS SANTOS;191;2017-10-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300770;ASS CULTURAL FILHOS DA CORRENTE;11103022000101;Rua;VISCONDE DE MONTALEGRE;513   ;;JARDIM SANTA FÉ (ZONA SUL);4890570;ELISANGELA LOPES FELIX;;;;CREDENCIADA;;;;;;;;
300773;ASS UNIDOS VENCEREMOS;10300438000149;Rua;DAMIANA;101   ;;JARDIM MATARAZZO;3813260;;;;;CREDENCIADA;;;;;;;;
300778;ASSOC NOBREGA DE EDUCACAO E ASSISTENCIA SOCIAL - ANEAS;33544370000149;Rua;PARACUÊ;47    ;;SUMARÉ;1257050;;118;2017-10-17 00:00:00.000;;CREDENCIADA;;;;;;;;
300779;SOCIEDADE PRO MORADIA SAO VICENTE DE PAULO;02156148000145;Rua;FRANCISCO AQUARONE;97    ;;VILA CLEMENTINO;4026020;MARIA APPARECIDA AZEVEDO;175;2017-10-18 00:00:00.000;;CREDENCIADA;;;;;;;;
300780;INSTITUTO ASSISTENCIAL GIDEOES;01867979000162;Rua;JOSÉ FERREIRA MENEZES;193   ;;JARDIM SYDNEY;2982130;ADEILDE BRITO DE OLIVEIRA SOARES;150;;;CREDENCIADA;;;;;;;;
300782;ASS KALIXTO MENDES;10248663000183;Rua;MARYAM ELIAS ID;18    ;;ITAQUERA;8215370;JACKELINE SETSUKO MAEDA;;;;CREDENCIADA;;;;;;;;
300783;CENTRO DE EDUCACAO SOCIAL FORCA DA MULHER;09376786000110;Rua;MONSUETO CAMPOS DE MENESES;22    ;;CONJUNTO HABITACIONAL A E CARVALHO;8225510;ANA MARIA BARBOSA GOMES;;;;CREDENCIADA;;;;;;;;
300784;CENTRO DE EDUCACAO E INTEGRACAO SOCIAL DE VILA RAMOS;56322076000198;Rua;TREVO DO MATO;287   ;;PARQUE GUARANI;8235740;;179;2017-10-24 00:00:00.000;;CREDENCIADA;;;;;;;;
300785;ASS BENEFICENTE DA COMUNIDADE DE JESUS;55945257000108;Rua;EDSON;387   ;;CAMPO BELO;4618032;LAURA MOREIRA BARBOZA PINTO;253;;;CREDENCIADA;;;;;;;;
300787;OBRA SOCIAL CRIANCA FELIZ;04141988000160;Rua;REALIDADE DOS NORDESTINOS;12    ;;CIDADE NOVA HELIÓPOLIS;4236000;;;;;CREDENCIADA;;;;;;;;
300788;ASS DE EMPREENDEDORES ECOTURISMO APA CAPAVIRI MONOS;07350233000163;Estrada;DA PONTE ALTA;5005  ;;ENGENHEIRO MARSILAC;4891270;FERNANDO BORBA FILHO;;;;CREDENCIADA;;;;;;;;
300790;CENTRO PRO AUTISTA DE DESENV TEC DE POLIT PUBLICAS E SOCIAIS;03763483000174;Rua;JOSÉ DE MAGALHÃES;176   ;;VILA CLEMENTINO;4026090;WANDERLEY MANOEL DOMINGUES;;;;CREDENCIADA;;;;;;;;
300791;ASS PRO ESPORTE ATLETAS DA SUL;10748884000110;Rua;AMARO GOMES DE ANDRADE;16    ;;PARQUE SANTO ANTÔNIO;5850100;JURANDYR JOSÉ DOS SANTOS;690;;;CREDENCIADA;;;;;;;;
300792;SOCIEDADE BENEFICENTE RENASCER DAS NACOES;56826191000108;Rua;DOUTOR JOÃO PROCÓPIO DE SOUZA;55    ;;JARDIM IDA GUEDES;8120490;CESAR OLIVEIRA SOUZA;32;2019-04-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300793;CREIA - CENTRO DE REFERENCIA EM EDUCACAO IRMA ANGELA;11666400000157;Rua;DO GRITO;122   ;;IPIRANGA;4217000;AVILDO FIORAVANTI JUNIOR;190;2017-11-24 00:00:00.000;;CREDENCIADA;;;;;;;;
300794;ENTIDADE BENEFICENTE ANTONIETA GRANERO;05276047000104;Rua;CORONEL QUARTIM;191   ;;TATUAPÉ;3077050;GELSON MIRO CELESTINO DA SILVA JUNIOR;;;;CREDENCIADA;;;;;;;;
300795;ASS BRASILEIRA DE EDUCADORES LASSALISTAS - ABEL;60916731000103;Rua;SANTO ALEXANDRE;93    ;;VILA GUILHERMINA;3542100;;104;2017-11-15 00:00:00.000;;CREDENCIADA;;;;;;;;
300796;CLUBE DE MAES E CRIANCAS CARENTES DO JARDIM VERONICA;00303704000133;Rua;ERVAL SECO;390   ;;PARQUE CÍSPER;3819110;;;;;CREDENCIADA;;;;;;;;
300797;CLUBE DE MAES RITA DE CASSIA;00000145000192;Rua;EUVALDO AUGUSTO FREIRE;35    ;;JARDIM CAROMBÉ;2855030;TATIANA DE CASSIA ARRAIS DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300798;ASS COMUNITARIA SANTOS PINHEIRO LIMA;05979873000101;Avenida;MARIA LUIZA AMERICANO;1998  ;;CIDADE LÍDER;8275000;;;;;CREDENCIADA;;;;;;;;
300800;ASS CULTURAL REOBOT;08899384000138;Rua;CANELA ROSA;75    ;;JARDIM PEDRA BRANCA;8490730;;;;;CREDENCIADA;;;;;;;;
300801;INASBRA - INSTITUTO NACIONAL DE ACAO SOCIAL BRASILEIRO;05611354000196;Rua;JUCUPEMA;268   ;;PARADA XV DE NOVEMBRO;8246060;;;;;CREDENCIADA;;;;;;;;
300803;SOLI ASS UNIDOS NA LUTA PELA IGUALDADE;07928139000149;Rua;JUDITH ZUMKELLER;29    ;;PARQUE MANDAQUI;2422020;;;;;CREDENCIADA;;;;;;;;
300804;ASS BENEFICENTE PAZ E UNIAO DA CASA VERDE;73001356000113;Rua;JOÃO MELO DA CÂMARA;207   ;;VILA PROGRESSO (ZONA NORTE);2978000;ANNIELI CLEA DOS SANTOS;202;2017-12-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300807;SEARA BENDITA INSTITUICAO ESPIRITA;62629613000140;Rua;DEMÓSTENES;834   ;;CAMPO BELO;4614012;JOSÉ RENATO LAGOS DE GESTAL;;;;CREDENCIADA;;;;;;;;
300810;ASS BENEFICENTE CANAA;10392160000187;Rua;MIRASSELVA;54    ;;JARDIM ELIANE;3577010;;;;;CREDENCIADA;;;;;;;;
300813;ASS BENEFICENTE COMUNITARIA RECANTO NASCER DO SOL;04560748000108;Rua;ESTRELIZIA;26    ;;CONJUNTO HABITACIONAL SANTA ETELVINA II;8485050;;;;;CREDENCIADA;;;;;;;;
300814;INSTITUICAO SOL NASCENTE ASS INFANTIL;12879389000176;Rua;COQUETÁ;7     ;;VILA RÉ;3662010;;;;;CREDENCIADA;;;;;;;;
300816;ASS EDUCACIONAL SOPHIA MARCHETTI;14133398000149;Rua;CACHOEIRA UTUPANEMA;40    ;;VILA CARMOSINA;8270140;LUIZA VANZ;181;;;CREDENCIADA;;;;;;;;
300817;ASS BENEF SAGRA CORACAO DE JESUS DO ILE ASHE VODUM OSHOGUIAN;06995122000141;Rua;ANTÔNIO AUGUSTO QUEIROGA;21    ;;VILA SERRALHEIRO;2835070;WANDERLEY GONÇALVES MENDES;13;2018-01-19 00:00:00.000;;CREDENCIADA;;;;;;;;
300819;INSTITUTO ANJOS SOLIDARIOS;08281996000162;Rua;PADRE NELSON CRISTINI;29    ;;VILA NINA;2834160;EDEVANDRO TADEU DE LEMOS;3;2018-01-19 00:00:00.000;;CREDENCIADA;;;;;;;;
300820;OASB - ORGANIZACAO DE AMPARO SOCIAL BENEFICENTE;00904678000107;Rua;VIRAJUBA;1231  ;;BRASILÂNDIA;2847085;;7;2018-01-25 00:00:00.000;;CREDENCIADA;;;;;;;;
300823;AMOFRAN - ASS DE MORADORES FRANCISCO NUNES;05415275000100;Rua;FLOR DE LIS;160   ;;BRASILÂNDIA;2848080;;98;2018-01-24 00:00:00.000;;CREDENCIADA;;;;;;;;
300824;ASS CULTURAL E SOCIAL DO IDOSO, CRIANCA E ADOLESCENTE;08482362000178;Rua;GIÁCOMO QUIRINO;96    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8255490;LIDIA GRECU GONÇALVES;;;;CREDENCIADA;;;;;;;;
300826;LAREIRA - INSTITUTO MONSENHOR BENEDICTO MARIO CALANZAS;62640602000160;Rua;ÁUREA;324   ;;VILA MARIANA;4015070;MARLENE SALOMÃO;77;2018-02-09 00:00:00.000;;CREDENCIADA;;;;;;;;
300828;OSCIP - EDUCADORES EM FOCO;09598364000270;Rua;MANUEL NAJERA;32    ;;CIDADE JÚLIA;4424020;MARIA JOSÉ DE SOUZA SANTOS;39;2018-05-10 00:00:00.000;;CREDENCIADA;;;;;;;;
300830;ASS BENEFICENTE LUZ;04658156000115;Rua;NOVA PALMEIRA;335   ;;VILA SÍLVIA;3821010;RENATO MOREIRA DA SILVA;15;2018-02-05 00:00:00.000;;CREDENCIADA;;;;;;;;
300831;FRATERNIDADE UMBANDISTA MAE MARIA;07671823000198;Rua;ERVA MULARINHA;68    ;;JARDIM BRASÍLIA (ZONA LESTE);3585020;;;;;CREDENCIADA;;;;;;;;
300833;ASS BENEFICENTE CASA DE IRMAS DE NAZARETH;65506586000106;Rua;SANTA EDITH;389   ;;JARDIM HELENA;8420400;;;;;CREDENCIADA;;;;;;;;
300834;ASS ESPIRITA UNIDOS NA FE;13605610000160;Rua;BENTO RIBEIRO;285   ;;VILA REGINA ( ZONA LESTE);8225210;;;;;CREDENCIADA;;;;;;;;
300835;INST ACAO SOCIAL FOLHAS DE PRATA;10538666000151;Rua;ARTURO VITAL;28    ;;CONJUNTO RESIDENCIAL JOSÉ BONIFÁCIO;8250540;;;;;CREDENCIADA;;;;;;;;
300836;ASS BENEFICENTE DO JARDIM BANDEIRANTES;04034010000107;Rua;CARLOS BARBOSA;17    ;;VILA SÍLVIA;3820100;;;;;CREDENCIADA;;;;;;;;
300839;ASS E DESENVOVIMENTO SOCIAL INFANCIA FELIZ;03780040000191;Rua;GONÇALO RIBEIRO CORÇO;16    ;A;JARDIM FANGANIELLO;8450581;;102;2019-06-02 00:00:00.000;;CREDENCIADA;;;;;;;;
300840;ASS COMUNITARIA FRANCISCO PINHEIRO;05511593000174;Rua;PROFESSOR FRANCISCO PINHEIRO;1002  ;;VILA PRINCESA ISABEL;8410020;;;;;CREDENCIADA;;;;;;;;
300841;REAL SOCIEDADE;04012249000178;Rua;RIACHO BOA ESPERANÇA;44    ;;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472555;ALEXANDRE DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300843;ASS GRUPO DE MAES LUZ DIVINA;08346537000110;Rua;PROFESSOR DEMO GHIDELLI;127   ;;CONJUNTO HABITACIONAL JUSCELINO KUBITSCH;8465010;;;;;CREDENCIADA;;;;;;;;
300846;ASS COMUNITARIA E EDUCACIONAL BELLA VIDA;14823644000194;Rua;MAESTRO ARTUR ELIAS KAUFFMANN;37    ;;VILA REGENTE FEIJÓ;3347070;;;;;CREDENCIADA;;;;;;;;
300849;ASS MULHERES DO LAGEADO E GRUPO AFRO SANTA JOSEFINA BAKHITA;05778070000199;Rua;SALVADOR FREITAS;9     ;;JARDIM LAJEADO;8441120;;;;;CREDENCIADA;;;;;;;;
300852;INST NAC DE PROT AMBIENT SUSTENT E DESENVOLV DE RESP SOCIAL;13252696000195;Estrada;DOM JOÃO NERY;4600  ;;VILA SILVA TELES;8110000;ISRAEL RAMOS DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300854;CENTRO DE INTEGRACAO SOCIAL GENTE JOVEM DA ZONA SUL;07100450000103;Rua;LOURO DA BEIRA;37    ;;CONJUNTO HABITACIONAL INSTITUTO ADVENTIS;5868160;;122;2015-05-29 00:00:00.000;;CREDENCIADA;;;;;;;;
300855;ASS CEI LIRIOS;13170742000107;Avenida;FRANCISCO NÓBREGA BARBOSA;338   ;;PARQUE ALVES DE LIMA;4902000;;;;;CREDENCIADA;;;;;;;;
300856;ASS BENEFICENTE CULTURAL DINDA;03280232000139;Rua;CAROLINA FONSECA;235   ;A;VILA SANTANA;8230030;;;;;CREDENCIADA;;;;;;;;
300857;SOC BENEF CENTRO DE CULT AFRO-BRASILEIRO ASE YLE DO HOZOOANE;04609534000170;Rua;CONDE DE FONTALVA;80    ;100;JARDIM SANTA FÉ (ZONA SUL);4890310;LUIS ANTONIO KATULEMBURANGE AMORIM;125;;;CREDENCIADA;;;;;;;;
300858;ASS CULTURAL PROMOART;08171956000249;Rua;JOSÉ DA CRUZ FALCÃO;45    ;1 ANDAR;CASA VERDE MÉDIA;2521130;;94;2015-06-05 00:00:00.000;;CREDENCIADA;;;;;;;;
300860;INSTITUTO ARTE DE APRENDER;01288473000107;Rua;ALBUQUERQUE PINHEIRO;306   ;;ITAIM PAULISTA;8120340;ANA PAULA PINOCCI;26;2018-04-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300863;ASS DOS MORADORES DO JARDIM NOVO ORIENTE E ADJACENCIAS;10925037000184;Rua;VICENTE DANTI;40    ;;JARDIM NOVO SANTO AMARO;5820258;JANIO BORGES DE SOUZA;;;;CREDENCIADA;;;;;;;;
300864;UNIAO BEM ESTAR - UBE;07855657000180;Avenida;DAS ALAMANDAS;419   ;;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;8225310;;;;;CREDENCIADA;;;;;;;;
300865;ASS NOVA ESPERANCA;00098011000156;Rua;BRILHO DA NOITE;36    ;;JARDIM SÃO CARLOS (ZONA LESTE);8062560;TANIA MARIA PEREIRA;39;2018-07-20 00:00:00.000;;CREDENCIADA;;;;;;;;
300866;INSTITUTO HYGIA SAUDE E DESENVOLV SOCIAL;00912784000124;Rua;JURARATERÊ;88    ;;JARDIM TUÃ;8140040;HERMINIO CABRAL DE REZENDE JUNIOR;66;2015-06-28 00:00:00.000;;CREDENCIADA;;;;;;;;
300867;ASS DE MULHERES JARDIM COLORADO;58109505000179;Rua;DOS BANQUEIROS;177   ;;VILA BANCÁRIA;3918050;CASSIA APARECIDA DA SILVA;23;2018-06-28 00:00:00.000;2018-03-22 00:00:00.000;DESCREDENCIADA;;;;;;;;
300868;ASS PEQUENOS PESCADORES DE ASSIS;07758900000141;Rua;SÃO FÉLIX DO PIAUÍ;985   ;;VILA CARMOSINA;8295055;;;;;CREDENCIADA;;;;;;;;
300869;ASS BENEFICENTE NOVA CONQUISTA;05368031000113;Rua;JOÃO FERNANDES;331   ;;JARDIM NOSSA SENHORA DO CARMO;8275150;;;;;CREDENCIADA;;;;;;;;
300871;ASS BENEFICENTE PROJETO POVO DA PERIFERIA;10225030000150;Rua;MARCONDES HOMEM DE MELO;239   ;;JARDIM NOSSA SENHORA DO CARMO;8275030;ANNIELI CLEA DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300872;ESCOLA VIVEIRO MULTIPLICADORA ARTESA OSCIP;06056448000103;Rua;DOUTOR SAMPAIO PEIXOTO;368   ;;CAMBUÍ;13024420;;;;;CREDENCIADA;;;;;;;;
300875;SOCIEDADE AMIGOS DOS JARDINS DO GUARAU E GONCALVES CENTENO;61603585000129;Rua;SALDANHA DE OLIVEIRA;60    ;;JARDIM MARISTELA;2806050;;;;;CREDENCIADA;;;;;;;;
300877;ASS BENEFICENTE HERDEIROS DO REI;05273987000131;Rua;RACHID ALVES;54    ;F;CIDADE POPULAR;8461220;;;;;CREDENCIADA;;;;;;;;
300878;ASS MISSIONARIA BETEL;10543631000100;Rua;POXIM;55    ;;JARDIM SÃO CARLOS (ZONA LESTE);8411480;VALERIA PROCHNOV AMARAL DOS SANTOS;;;;CREDENCIADA;;;;;;;;
300879;ASS MONTE SINAI DA UNIAO DE VILA NOVA;03507542000143;Travessa;ADÃO MANOEL DA SILVA;18    ;A;PARQUE PAULISTANO;8081324;FLORISVAL SILVA LIMA;51;2018-08-15 00:00:00.000;;CREDENCIADA;;;;;;;;
300880;AZA NORTE ASS ZONA NORTE DE ESPORTES;07427810000178;Avenida;ITABERABA;3273  ;;ITABERABA;2739000;;;;;CREDENCIADA;;;;;;;;
300881;ASS EDUCACIONAL A CAMINHO DO FUTURO;09165050000101;Rua;ARRAIAL DE SÃO BARTOLOMEU;530   ;;VILA CARMOSINA;8290190;;;;;CREDENCIADA;;;;;;;;
300883;IMA INSTITUTO MANOEL DE ALENCAR;00103180000137;Rua;POUSO ALTO;92    ;;PARQUE PENHA;3738110;MARCELO RUSSO NOGUERA SOLER;127;2018-09-04 00:00:00.000;;CREDENCIADA;;;;;;;;
300884;ASS BENEFICENTE CLUBE DE MAES PEQUENO RODRIGO;00846810000163;Rua;BENEVENUTO DE MAGALHÃES TAQUES;23    ;A;ERMELINO MATARAZZO;3814120;MARCIA CEDRASHI ROSAS;99;2018-08-30 00:00:00.000;;CREDENCIADA;;;;;;;;
300885;INSTITUTO EDUCACIONAL NOVA ALIANCA;59587964000120;Rua;ARROIO PIRAJUÍ;140   ;;CONJUNTO HABITACIONAL INÁCIO MONTEIRO;8472430;;46;2019-07-06 00:00:00.000;;CREDENCIADA;;;;;;;;
300886;INSTITUTO EDUCACIONAL E DEF. DOS DIR.. HUMANOS CORA CORALINA;05100338000139;Rua;CÔNEGO ANTÔNIO MANZI;664   ;;JARDIM ROBRU;8150310;DEVANIL SOUSA NASCIMENTO;80;2019-10-03 00:00:00.000;;CREDENCIADA;;;;;;;;
300889;IGREJA DE DEUS PENTECOSTAL A VISAO DOS MARTIRES;57004830000104;Rua;NAPOLEÃO MENDES DE ALMEIDA;47    ;;JARDIM SÃO JOÃO (JARAGUÁ);2995170;ALEXANDRINA VICENTE FERREIRA;;;;CREDENCIADA;;;;;;;;
300892;ASS ABRACO DE MAE;58726324000191;Rua;TABATINGA;571   ;;VILA ITABERABA;2847020;ANDREIA PAULA RODRIGUES GOMES;85;2018-09-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300893;SOCIEDADE BENEMERENTE DO JARDIM DOS FRANCOS;02036115000161;Avenida;GENERAL PENHA BRASIL;2651  ;;VILA NOVA CACHOEIRINHA;2673000;SELMA BERALDO CAVAGLIERI;87;2018-09-13 00:00:00.000;;CREDENCIADA;;;;;;;;
300894;ASS BENEFICENTE RENOVO EM VIDA ABREV;03047905000105;Rua;DOUTOR ARAÚJO CASTRO;445   ;;JARDIM PERI;2649010;;;;;CREDENCIADA;;;;;;;;
300897;INSTITUTO ALFA E OMEGA;05093263000106;Rua;GAIVOTA;68    ;;RECANTO PARAÍSO;5210020;SENA MARIA PEREIRA DA SILVA;83;2018-10-01 00:00:00.000;;CREDENCIADA;;;;;;;;
300898;ASS MESSAGE SOUL;10625000000130;Rua;BELA VISTA DE MINAS;27    ;B;VILA HELENA;8081220;VALDEMIR LIMA ANACLETO;103;2015-09-27 00:00:00.000;;CREDENCIADA;;;;;;;;
300899;INSTITUTO HEBROM;01301391000147;Rua;MOGEIRO;719   ;;VILA PERUS;5206240;DIEGO REIS DA SILVA;;;;CREDENCIADA;;;;;;;;
300901;INSTITUTO DIVINA LUZ;00077350000156;Rua;TAIRA;57    ;;JARDIM NORMA;8240215;;;;;CREDENCIADA;;;;;;;;
300902;COMUNIDADE EVANGELICA FAMILIA DE DEUS;03059709000150;Avenida;CAMPANELLA;360   ;;JARDIM ITAPEMIRIM;8220830;;;;;CREDENCIADA;;;;;;;;
300904;ASS COMUNITARIA FENIX;14884675000155;Travessa;JEAN BARRIERE;55    ;;CONJUNTO HABITACIONAL BARRO BRANCO II;8473552;;;;;CREDENCIADA;;;;;;;;
300905;INSTITUTO DE EDUCACAO E TECNOLOGIA VALE DO RIBEIRA INVAR;07939922000108;Rua;ICARAÍ;106   ;;TATUAPÉ;3071050;DOUGLAS APARECIDO SAKUMOTO;124;2018-10-21 00:00:00.000;;CREDENCIADA;;;;;;;;
300906;ASS ESPIRITA AMPARO E ASSIST ESPIRITUAL BEZERRA DE MENEZES;04805463000181;Rua;MANUEL RODRIGUES SANTIAGO;19    ;B;JARDIM LAURA;8142235;HILDA PESSOA DE OLIVEIRA FRAGA;70;2018-12-02 00:00:00.000;;CREDENCIADA;;;;;;;;
300909;INSTITUTO ANASTACIA;13979792000130;Rua;GENERAL LAURO CAVALCANTI DE FARIAS;451   ;;JARDIM MANGALOT;5135000;ROBERTA ANASTÁCIA FERREIRA;101;;;CREDENCIADA;;;;;;;;
300912;INSTITUTO BRILHO CELESTE;74634833000140;Rua;NOVA JARAGUÁ;38    ;;JARAGUÁ;5180150;REGINA APARECIDA DOS SANTOS ODÁLIO;91;2018-11-05 00:00:00.000;;CREDENCIADA;;;;;;;;
300913;COMUNIDADE CRISTA DO AVIVAMENTO PLENO;07138056000156;Rua;REFINARIA PRESIDENTE BERNARDES;238   ;;VILA ANTONIETA;3475000;OSVALDO SOUSA SOBRINHO;;;;CREDENCIADA;;;;;;;;
300917;ASS FILANTROPICA SANTA MARIA;14122846000109;Rua;DAS CATILÉIAS;6     ;;PARQUE DAS FLORES;8391140;;;;;CREDENCIADA;;;;;;;;
300919;ASS LIGA LESTE ESCOLAS DE ESPORT E NUCLEO REABILIT ATENCAO B;07932679000104;Rua;DOUTOR AIOSE;151   ;;VILA VERDE;8230540;ANTONIO CARLOS DE SOUZA;;;;CREDENCIADA;;;;;;;;
300920;INSTITUTO ACONCHEGO;00103140000195;Rua;DO BENITO;19    ;;JARDIM VERÔNIA;3816090;EDSON RIBEIRO MENDES;166;2015-11-26 00:00:00.000;;CREDENCIADA;;;;;;;;
300922;INSTITUTO GRANDE VITORIIA;00000104000104;Rua;BARUARE;76    ;;JARDIM ADELFIORE;5223090;ANDREIA RIBEIRO DOS SANTOS;121;;;CREDENCIADA;;;;;;;;
300923;CLUBE DAS MAES DO JARDIM TURQUESA;06303115000131;Rua;DAS TRÊS MARIAS;122   ;;PARQUE NOVO SANTO AMARO;5874180;LUCIANA MARIA SANTOS;253;;;CREDENCIADA;;;;;;;;
