Nº Protocolo;Código DRE;DRE;Processo SIMPROC;Código Instituição;Instituição;CNPJ;Código Escola;Unidade Conveniada;Vagas Contratadas;Vagas Berçário Contratadas;Total Mensal;Despesa de Instalação;IPTU;Data Início;Data Término;Situação Convênio;Data Lavratura do Termo;Data Lavratura do Aditamento;Data de Atualização;Data Solicitação Convênio
1873;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2014-0.145.786-6;300166;ASSOCIACAO BENEFICENTE AMAC;08.731.731/0001-19;307.155;CR.P.CONV - VOVO GRACA;119;59;78.952,21;3.603,56;;03/03/2017;02/09/2019;Aprovado;03/09/2014;10/01/2017;10/01/2017 08:14;14/04/2015
1788;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.064.456-3;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307.356;CR.P.CONV - VOVO MARLENE;87;39;59.943,36;6.168,68;;23/07/2015;22/01/2018;Aprovado;14/06/2013;23/07/2015;11/09/2015 11:11;27/03/2015
1669;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.061.666-1;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307.356;CR.P.CONV - VOVO MARLENE;80;32;40.280,00;4.562,88;;20/08/2010;19/02/2013;Encerrado;20/08/2010;02/01/2012;13/02/2015 17:58;13/02/2015
4828;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2016-0.187.021-0;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;306.755;CR.P.CONV - VOVO MARLENE II;90;41;61.863,68;4.382,21;;22/11/2016;21/05/2019;Aprovado;22/11/2016;;22/11/2016 09:33;22/11/2016
1359;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2011-0.197.099-1;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;306.755;CR.P.CONV - VOVO MARLENE II;90;41;58.362,50;3.105,00;;16/02/2014;15/08/2016;Encerrado;16/08/2011;14/02/2014;22/09/2016 12:04;11/12/2014
20170055;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2017-0.013.687-5;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307.772;CR.P.CONV - VOVO MARLENE III;74;25;50.446,08;3.800,00;;29/03/2017;28/09/2019;Aprovado;27/03/2017;;24/05/2017 14:28;27/03/2017
1368;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.025.133-0;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307.772;CR.P.CONV - VOVO MARLENE III;74;25;50.446,08;3.800,00;;29/09/2014;28/03/2017;Encerrado;29/03/2012;29/09/2014;27/03/2017 09:23;11/12/2014
20170026;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2017-0.013.683-2;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307.032;CR.P.CONV - VOVO MARLENE IV;76;39;54.519,04;6.885,72;;01/03/2017;31/08/2019;Aprovado;24/02/2017;;24/02/2017 10:59;24/02/2017
1369;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.025.129-2;300175;ASS DO JARDIM SAO VICENTE E ADJACENCIAS;01.483.998/0001-95;307.032;CR.P.CONV - VOVO MARLENE IV;76;39;54.519,04;6.885,72;;01/09/2014;28/02/2017;Encerrado;10/12/2013;29/08/2014;24/02/2017 10:21;11/12/2014
1687;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.329.754-4;300887;ASS BENEFICENTE EPONINA ROCHA GONCALVES;15.799.195/0001-59;307.758;CR.P.CONV - VOVO NINA;110;62;75.541,96;4.776,36;;19/08/2015;18/02/2018;Aprovado;19/02/2013;13/06/2017;13/06/2017 11:32;19/02/2015
2407;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.293.104-0;300361;CENTRO INTERESCOLAR DA JUVENTUDE;05.141.259/0001-76;307.245;CR.P.CONV - VOVO OLINDA;80;32;54.948,16;4.010,05;;25/11/2015;24/05/2018;Aprovado;25/11/2015;19/06/2017;19/06/2017 10:03;05/11/2015
1432017;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2017-0.113.881-2;300821;ASS NOVO HORIZONTE DA CIDADE TIRADENTES;10.651.295/0001-10;307.865;CR.P.CONV - VOVO PAULO EMILIO BOZZO;185;59;106.618,82;6.223,20;;19/09/2017;18/09/2022;Aprovado;18/09/2017;;18/09/2017 15:21;18/09/2017
1689;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.245.582-0;300821;ASS NOVO HORIZONTE DA CIDADE TIRADENTES;10.651.295/0001-10;307.865;CR.P.CONV - VOVO PAULO EMILIO BOZZO;185;59;106.618,82;6.223,20;;19/03/2015;18/09/2017;Encerrado;19/09/2012;21/06/2017;18/09/2017 08:32;19/02/2015
611;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.302.382-7;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;307.887;CR.P.CONV - VOVO PININHA;84;84;68.385,60;3.960,78;;28/06/2015;27/12/2017;Aprovado;28/12/2012;12/06/2017;12/06/2017 08:56;14/07/2014
2201;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.139.068-2;300361;CENTRO INTERESCOLAR DA JUVENTUDE;05.141.259/0001-76;307.140;CR.P.CONV - YAHWE NISSI;187;59;107.456,18;7.505,39;;23/07/2015;22/01/2018;Aprovado;03/07/2015;03/04/2017;03/04/2017 13:39;26/08/2015
1372;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.155.794-4;300361;CENTRO INTERESCOLAR DA JUVENTUDE;05.141.259/0001-76;307.140;CR.P.CONV - YAHWE NISSI;187;59;97.477,00;10.721,99;;23/01/2013;22/07/2015;Encerrado;23/07/2010;31/01/2014;26/08/2015 16:05;11/12/2014
1357;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2012-0.161.825-4;300852;INST NAC DE PROT AMBIENT SUSTENT E DESENVOLV DE RESP SOCIAL;13.252.696/0001-95;307.824;CR.P.CONV - YASMIN VITORIA;70;34;50.457,92;3.300,00;;13/02/2015;12/08/2017;Encerrado;13/08/2012;04/11/2014;09/11/2015 12:12;11/12/2014
2320;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2015-0.235.051-0;300041;ASS BENEFICENTE COMUNITARIA ANJOS DA ESPERANCA;02.615.386/0001-71;306.964;CR.P.CONV - YVETTE ORTEGA;108;32;68.022,74;6.286,33;;01/02/2016;31/07/2018;Aprovado;27/01/2016;19/06/2017;19/06/2017 09:22;19/10/2015
1342;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2010-0.292.410-0;300041;ASS BENEFICENTE COMUNITARIA ANJOS DA ESPERANCA;02.615.386/0001-71;306.964;CR.P.CONV - YVETTE ORTEGA;108;32;61.705,60;6.825,18;;01/08/2013;31/01/2016;Encerrado;01/02/2011;16/10/2014;04/02/2016 12:55;10/12/2014
1859;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.025.403-0;300229;ASS EDUCA SAO PAULO;03.954.032/0001-14;;EDUCA SAO PAULO;282;135;122.652,00;9.326,79;;30/07/2010;29/01/2013;Encerrado;31/10/2012;;26/01/2016 17:51;13/04/2015
1763;108.500;DIRETORIA REGIONAL DE EDUCACAO GUAIANASES;2013-0.114.226-0;300544;ORGANIZACAO NAO GOVERNAMENTAL - ONG PLENO VIVER;07.561.536/0001-25;;PEQUENINOS BRILHANTES;140;48;77.426,40;;;05/07/2013;04/01/2016;Encerrado;14/02/2014;;14/04/2015 10:50;27/03/2015
1752017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.148.091-0;800005;INSTITUTO DILMA MOURA;04.578.849/0001-06;;ANJO YURI;251;116;146.819,06;28.290,30;1.835,11;;;Em Análise;;;27/09/2017 14:50;27/09/2017
2164;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.181.356-7;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;;ANTONIO SALES DO NASCIMENTO;178;91;0;19.124,76;;;;Encerrado;;;09/10/2015 11:10;13/08/2015
2560;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.004.869-9;301103;INSTITUTO DENTE DE LEITE;16.629.798/0001-75;;BRINCANDO E APRENDENDO;177;80;0;12.000,00;;;;Reprovado;;;28/09/2017 17:06;13/01/2016
2602;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.049.627-6;301066;INSTITUTO EDUCACIONAL PROJETANDO O FUTURO;97.334.676/0001-53;;CEI CAMPO BELO;90;55;0;11.000,00;;;;Reprovado;;;26/08/2016 16:14;07/03/2016
20170070;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.077.172-4;800119;ASSOCIAÇÃO BENEFICENTE ETICA E COMPETENCIA FLOR DE LOTUS;05.540.392/0001-03;;CEI FLORESCER;80;18;0;;;;;Encerrado;;;05/06/2017 13:36;12/05/2017
20170002;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.144.397-7;300516;MAMAE ASS ASSISTENCIA A CRIANCA SANTAMARENSE;62.915.459/0001-72;400.458;CEI INDIR - ACALANTO;100;;0;;;01/01/2017;30/06/2019;Encerrado;;;26/01/2017 15:23;26/01/2017
1908;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.695-0;300523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;400.458;CEI INDIR - ACALANTO;89;39;60.929,60;;;01/07/2015;31/12/2017;Aprovado;25/06/2015;03/11/2016;03/11/2016 11:07;05/05/2015
23;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.300-0;300523;OBRA SOCIAL SAO JOSE DE VILA ZELINA;48.051.502/0001-78;400.458;CEI INDIR - ACALANTO;94;25;51.351,00;;;01/01/2013;30/06/2015;Encerrado;28/06/2010;02/02/2015;02/07/2015 15:33;20/03/2014
4853;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.242.875-8;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.626;CEI INDIR - ACONCHEGO;218;91;127.490,62;;;01/02/2017;31/07/2019;Aprovado;02/12/2016;;14/12/2016 10:36;08/12/2016
88;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.316.039-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.626;CEI INDIR - ACONCHEGO;218;91;127.490,62;;;01/08/2014;31/01/2017;Encerrado;01/02/2012;31/07/2014;08/02/2017 17:20;25/03/2014
2374;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.274.716-9;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.703;CEI INDIR - APARECIDA DAS GRACAS SILVA ROSEIRA;175;58;102.211,54;;;17/12/2015;16/06/2018;Aprovado;17/12/2015;11/10/2016;02/06/2017 11:14;28/10/2015
136;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.346.374-2;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.703;CEI INDIR - APARECIDA DAS GRACAS SILVA ROSEIRA;176;55;92.499,20;;;10/09/2013;09/03/2016;Encerrado;10/03/2011;09/09/2013;03/03/2016 11:05;01/04/2014
1954;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.141.143-4;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;400.316;CEI INDIR - BELA VISTA;180;48;102.100,14;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;;29/08/2017 10:22;15/06/2015
137;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.280-2;300199;ASSOCIACAO SANTO AGOSTINHO;62.272.497/0001-54;400.316;CEI INDIR - BELA VISTA;180;48;87.090,00;;;01/01/2013;30/06/2015;Encerrado;01/07/2010;28/12/2012;03/07/2015 08:50;01/04/2014
1937;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.090.493-3;300253;CASA DE BENEFICENCIA SAO PAULO;62.657.333/0001-45;400.452;CEI INDIR - BENJAMIN ANTONIO SALLES ARCURI;192;90;116.384,46;;;01/07/2015;31/12/2017;Aprovado;16/06/2015;08/10/2016;29/08/2017 10:05;21/05/2015
143;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.519-3;300253;CASA DE BENEFICENCIA SAO PAULO;62.657.333/0001-45;400.452;CEI INDIR - BENJAMIN ANTONIO SALLES ARCURI;190;90;98.040,00;;;01/01/2013;30/06/2015;Encerrado;24/06/2010;31/01/2014;01/07/2015 09:12;01/04/2014
1953;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.148.488-1;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400.510;CEI INDIR - BOM RETIRO;100;;57.348,10;;;20/07/2015;19/01/2018;Aprovado;20/07/2015;;06/06/2017 18:06;12/06/2015
141;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.251.634-6;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400.510;CEI INDIR - BOM RETIRO;100;;52.022,40;;;19/05/2013;18/11/2015;Encerrado;18/11/2010;17/05/2013;01/09/2015 13:51;01/04/2014
1593;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.235.849-7;300181;INSTITUTO AMA SAO PAULO - AMASP;09.068.229/0001-32;400.793;CEI INDIR - CACHOEIRA DE SAO BENEDITO;240;95;137.583,50;;;29/03/2017;28/09/2019;Aprovado;29/09/2014;28/03/2017;27/09/2017 08:32;02/02/2015
92;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.357.058-7;300160;ASS DE LUTAS E PROMOCAO SOCIAL JARDIM ROBRU;04.676.010/0001-00;400.793;CEI INDIR - CACHOEIRA DE SAO BENEDITO;231;158;139.346,69;;;21/02/2014;20/08/2016;Encerrado;21/02/2014;;05/12/2014 15:06;25/03/2014
1302;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.207.117-1;300125;ASS BENEFICENTE MELHOR IDADE DO PARQUE - AMIPA;05.705.920/0001-29;400.725;CEI INDIR - CAMPOS ELISEOS I;126;41;77.948,06;;;30/03/2017;29/09/2019;Aprovado;30/09/2014;30/03/2017;29/08/2017 09:17;05/12/2014
148;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.217.901-9;300125;ASS BENEFICENTE MELHOR IDADE DO PARQUE - AMIPA;05.705.920/0001-29;400.725;CEI INDIR - CAMPOS ELISEOS I;126;41;66.425,00;;;30/03/2012;29/09/2014;Encerrado;30/09/2009;30/03/2012;09/01/2015 14:35;01/04/2014
2643;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2016-0.087.375-4;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400.487;CEI INDIR - CANTINHO DOS TESOUROS;136;;73.095,18;;;04/05/2016;03/11/2018;Aprovado;04/05/2016;04/11/2016;26/09/2017 16:10;19/04/2016
2318;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.276.333-4;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400.487;CEI INDIR - CANTINHO DOS TESOUROS;97;;0;;;;;Reprovado;;;18/03/2016 12:03;19/10/2015
152;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.090.536-3;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400.487;CEI INDIR - CANTINHO DOS TESOUROS;121;;60.610,20;;;04/11/2013;03/05/2016;Encerrado;04/05/2011;04/02/2016;22/09/2016 12:59;02/04/2014
1858;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.090.233-7;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400.464;CEI INDIR - CANTINHO FELIZ;114;40;72.501,04;;;01/07/2015;31/12/2017;Aprovado;24/06/2015;04/11/2016;26/12/2016 14:31;13/04/2015
151;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.123.033-3;300010;ACAO COMUNITARIA CANTINHO FELIZ;01.870.905/0001-85;400.464;CEI INDIR - CANTINHO FELIZ;114;23;58.781,00;;;01/01/2013;30/06/2015;Encerrado;28/06/2010;27/12/2012;01/07/2015 09:14;02/04/2014
2538;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.309.718-4;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.418;CEI INDIR - CARDEAL MOTTA;160;14;86.230,22;;;29/12/2015;28/06/2018;Aprovado;29/12/2015;22/09/2016;25/08/2017 19:29;21/12/2015
1305;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.288.267-6;800017;UNIÃO SOCIAL CAMILIANA;58.250.689/0001-92;400.418;CEI INDIR - CARDEAL MOTTA;150;79;96.374,62;;;18/11/2014;17/05/2017;Encerrado;18/11/2014;;08/01/2016 10:38;05/12/2014
154;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.274-7;300334;CIRCULO SOCIAL SAO CAMILO DO IPIRANGA;60.944.998/0001-04;400.418;CEI INDIR - CARDEAL MOTTA;150;79;81.715,00;;;01/01/2013;30/06/2015;Encerrado;25/06/2010;28/12/2012;28/11/2014 11:50;03/04/2014
1907;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.687-9;300216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;03.601.723/0001-34;306.641;CEI INDIR - CORACAO DE MARIA;241;63;130.946,82;;;01/07/2015;31/12/2017;Aprovado;15/06/2015;;27/09/2017 08:18;05/05/2015
167;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.109.462-6;300216;ASSOCIACAO SOLIDARIEDADE E ESPERANCA;03.601.723/0001-34;306.641;CEI INDIR - CORACAO DE MARIA;241;63;111.675,00;;;01/01/2013;30/06/2015;Encerrado;25/06/2010;02/02/2015;01/07/2015 10:07;03/04/2014
95;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.345.384-6;300320;CENTRO SOCIAL NOSSA SENHORA DO BOM PARTO;62.264.494/0001-79;400.640;CEI INDIR - DECIO PEREIRA, DOM;115;;64.134,25;;;01/08/2014;31/01/2017;Encerrado;16/01/2012;31/07/2014;03/01/2017 09:10;25/03/2014
97;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2012-0.191.873-8;300592;SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA;22.690.069/0004-70;400.603;CEI INDIR - ERIK GUNNAR ERIKSSON;165;38;93.615,14;;;04/09/2017;03/09/2022;Aprovado;04/09/2012;04/09/2017;05/09/2017 10:55;26/03/2014
1736;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.068.229-9;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.318;CEI INDIR - FERNANDA;105;50;70.634,15;;;01/07/2015;31/12/2017;Aprovado;13/05/2015;;29/08/2016 17:00;25/03/2015
170;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.121.976-3;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.318;CEI INDIR - FERNANDA;105;50;60.005,00;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;17/12/2012;01/07/2015 10:09;03/04/2014
1881;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.094.236-3;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.663;CEI INDIR - FRANCISCO BATISTA VER;133;50;82.863,14;;;28/06/2015;27/12/2017;Aprovado;10/06/2015;11/10/2016;01/09/2017 07:59;15/04/2015
213;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.122.014-1;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.663;CEI INDIR - FRANCISCO BATISTA VER;130;50;69.440,00;;;28/12/2012;27/06/2015;Encerrado;25/06/2010;03/02/2014;01/07/2015 10:13;04/04/2014
20170020;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.006.875-6;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.131;CEI INDIR - FREI SERGIO CALIXTO VAL VERDE;160;36;91.080,78;;;01/02/2017;31/07/2019;Aprovado;01/02/2017;;29/08/2017 11:16;15/02/2017
105;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2011-0.331.899-0;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.131;CEI INDIR - FREI SERGIO CALIXTO VAL VERDE;160;36;91.080,78;;;01/08/2014;31/01/2017;Encerrado;01/02/2012;02/12/2016;24/02/2017 14:54;27/03/2014
2332;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.277.310-0;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.538;CEI INDIR - GIRASSOL;70;22;47.812,16;;;19/01/2016;18/07/2018;Aprovado;19/01/2016;02/12/2016;02/06/2017 11:16;20/10/2015
104;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.223.967-4;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.538;CEI INDIR - GIRASSOL;70;7;40.372,00;;;30/09/2013;29/03/2016;Encerrado;30/09/2013;;03/03/2016 10:50;27/03/2014
532;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.100.136-6;300207;ASS METODISTA DE ACAO SOCIAL - AMAS MOOCA;06.264.961/0001-90;400.565;CEI INDIR - HELENA QUINTA REIS;95;23;60.157,09;;;08/12/2016;07/06/2019;Aprovado;06/06/2014;08/12/2016;20/06/2017 17:37;16/06/2014
175;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.127.040-3;300207;ASS METODISTA DE ACAO SOCIAL - AMAS MOOCA;06.264.961/0001-90;400.565;CEI INDIR - HELENA QUINTA REIS;95;23;47.726,00;;;08/12/2011;07/06/2014;Encerrado;08/06/2009;08/12/2011;09/01/2015 14:37;03/04/2014
2326;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.274.710-0;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400.478;CEI INDIR - HIGIENOPOLIS;133;36;0;;;;;Encerrado;;;18/03/2016 12:10;20/10/2015
106;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2013-0.139.266-5;300508;OBRA ASSISTENCIAL JESUS MENINO;01.309.378/0001-34;400.478;CEI INDIR - HIGIENOPOLIS;133;36;72.367,80;;;02/07/2013;01/01/2016;Encerrado;02/07/2013;31/01/2014;12/02/2016 07:50;27/03/2014
1972;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.142.577-0;300426;INSTITUTO PRINCIPE DA PAZ;53.494.860/0001-95;400.368;CEI INDIR - ISABEL, PRINCESA;126;;68.908,38;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;04/02/2016;25/08/2017 19:26;26/06/2015
205;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.328-0;300426;INSTITUTO PRINCIPE DA PAZ;53.494.860/0001-95;400.368;CEI INDIR - ISABEL, PRINCESA;147;;66.810,00;;;01/01/2013;30/06/2015;Encerrado;17/06/2010;10/05/2013;29/07/2015 10:59;04/04/2014
1910;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.110.677-1;300118;ASS CRISTA DE MOCOS DE SAO PAULO;60.982.576/0001-23;400.394;CEI INDIR - ITALO BRASIL PORTIERI;121;41;75.854,66;;;01/07/2015;31/12/2017;Aprovado;30/06/2015;;28/08/2017 09:16;05/05/2015
179;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.156-2;300118;ASS CRISTA DE MOCOS DE SAO PAULO;60.982.576/0001-23;400.394;CEI INDIR - ITALO BRASIL PORTIERI;121;41;64.625,00;;;01/01/2013;30/06/2015;Encerrado;14/06/2010;27/12/2012;29/07/2015 10:51;03/04/2014
1848;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2015-0.076.842-8;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.419;CEI INDIR - JARDIM CLIMAX I;153;56;92.559,62;;;01/07/2015;31/12/2017;Aprovado;15/06/2015;04/02/2016;31/08/2017 15:50;10/04/2015
180;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2010-0.131.282-8;300630;UNIAO DE NUCLEOS ASS DOS MORADORES DE HELIOPOLIS E REGIAO;38.883.732/0001-40;400.419;CEI INDIR - JARDIM CLIMAX I;153;39;75.795,00;;;01/01/2013;30/06/2015;Encerrado;09/06/2010;02/02/2015;01/07/2015 10:16;03/04/2014
1239;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.207.130-9;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.727;CEI INDIR - JOSE NELSON DE OLIVEIRA E FREITAS;85;26;56.090,88;;;23/04/2017;22/10/2019;Aprovado;24/09/2014;23/04/2017;28/04/2017 11:27;30/09/2014
185;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-3.041.401-;300428;CRUZADA PRO INFANCIA;60.915.790/0001-67;400.727;CEI INDIR - JOSE NELSON DE OLIVEIRA E FREITAS;85;26;47.850,00;;;23/04/2012;22/10/2014;Encerrado;23/10/2009;30/03/2012;09/01/2015 14:37;03/04/2014
352017;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2017-0.099.176-7;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400.480;CEI INDIR - LAR CRIANCA FELIZ;140;56;87.116,78;;;07/07/2017;06/07/2022;Aprovado;05/07/2017;05/07/2017;28/08/2017 08:13;05/07/2017
1724;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2014-0.303.964-6;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400.480;CEI INDIR - LAR CRIANCA FELIZ;140;56;87.116,78;;;07/01/2015;06/07/2017;Encerrado;07/01/2015;10/10/2016;07/07/2017 07:42;13/03/2015
190;108.600;DIRETORIA REGIONAL DE EDUCACAO IPIRANGA;2009-0.214.075-9;300548;PROMOVE ACAO SOCIO-CULTURAL;69.127.611/0001-00;400.480;CEI INDIR - LAR CRIANCA FELIZ;130;54;70.140,00;;;07/07/2012;06/01/2015;Encerrado;07/01/2010;31/01/2014;13/03/2015 09:48;04/04/2014
