Nº Protocolo,Código DRE,DRE,Processo SIMPROC,Código OSC Parceira,OSC Parceira,CNPJ,Código Escola,Unidade Educacional,Vagas Contratadas,Vagas Berçário Contratadas,Total Mensal,Verba Locação,Valor Mensal IPTU,Data Início,Data Término,Situação Parceria,Data Lavratura do Termo,Data Lavratura do Aditamento,Data Solicitação Parceria,Data do Encerramento
1394,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.099.331-2,300548,PROMOVE ACAO SOCIO-CULTURAL,69.127.611/0001-00,306732.0,CEI INDIR - ESPACO CRIANCA ELIAS ANTONIO ZOGBI,316,136.0,183616.44,,,2015-10-12,2018-04-11,Encerrado,2013-04-12,2017-10-06,2014-12-12,2017-12-31
12992017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058593-6,300307,CENTRO DE ORIENTACAO A FAMILIA- COR,43.633.288/0001-44,400454.0,CEI INDIR - JARDIM BRASIL - PRESEPIO,209,55.0,124156.35,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-28,
1421,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.945-0,300307,CENTRO DE ORIENTACAO A FAMILIA- COR,43.633.288/0001-44,400454.0,CEI INDIR - JARDIM BRASIL - PRESEPIO,201,85.0,119050.18,,,2015-07-01,2017-12-31,Encerrado,2012-12-28,2016-01-27,2014-12-15,2017-12-31
6162017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0052815-0,300000,13 DE MAIO ONG,03.168.415/0001-67,400376.0,CEI INDIR - JARDIM CABUCU,190,37.0,111314.76,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-12-01,
2271,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.267.398-0,300000,13 DE MAIO ONG,03.168.415/0001-67,400376.0,CEI INDIR - JARDIM CABUCU,182,64.0,109551.92,,,2015-10-13,2018-04-12,Encerrado,2015-10-13,2016-11-21,2015-10-08,2017-12-31
1408,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.755-4,300351,CENTRO DE PROMOCAO SOCIAL JESUS NO HORTO DAS OLIVEIRAS,46.536.223/0001-79,400376.0,CEI INDIR - JARDIM CABUCU,186,41.0,103068.86,,,2015-07-01,2017-12-31,Encerrado,2012-12-28,2015-06-30,2014-12-15,2015-10-10
7302017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0054408-3,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400751.0,CEI INDIR - JARDIM FONTALIS I,264,72.0,152887.26,,,2017-12-20,2022-12-19,Aprovado,2017-12-20,2017-12-20,2017-12-07,
1409,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.283.062-1,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400751.0,CEI INDIR - JARDIM FONTALIS I,263,86.0,145228.82,,,2015-06-20,2017-12-19,Encerrado,2012-12-20,2015-06-19,2014-12-15,2017-12-19
6552017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0049868-5,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400456.0,CEI INDIR - JARDIM GUANCA,228,59.0,133631.22,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2018-05-14,2017-12-04,
2324,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.267.772-1,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400456.0,CEI INDIR - JARDIM GUANCA,240,87.0,139757.49,,,2015-10-21,2018-04-20,Encerrado,2015-10-21,,2015-10-19,2017-12-31
1407,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2011-0.129.152-0,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400456.0,CEI INDIR - JARDIM GUANCA,240,87.0,123206.4,,,2013-11-18,2016-05-17,Encerrado,2011-05-18,2015-01-30,2014-12-15,2015-10-21
8162017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0055000-8,300402,COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA,43.473.487/0001-32,400681.0,CEI INDIR - JARDIM SAO PAULO I,114,24.0,73920.18,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,,2017-12-13,
1410,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.038.925-3,300402,COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA,43.473.487/0001-32,400681.0,CEI INDIR - JARDIM SAO PAULO I,114,24.0,70973.16,,,2015-09-27,2018-03-26,Encerrado,2013-03-20,2015-07-23,2014-12-15,2017-12-31
9672017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0056195-6,300565,SOCIEDADE BENEFICENTE SAO CAMILO,60.975.737/0001-51,400440.0,CEI INDIR - JARDIM TREMEMBE,182,48.0,110375.64,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-19,
1405,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.763-5,300565,SOCIEDADE BENEFICENTE SAO CAMILO,60.975.737/0001-51,400440.0,CEI INDIR - JARDIM TREMEMBE,176,66.0,107420.74,,,2015-08-08,2018-01-07,Encerrado,2013-02-08,2015-07-17,2014-12-15,2017-12-31
12462017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058503-0,300222,ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI II,55.236.152/0001-80,400687.0,CEI INDIR - JOVA RURAL,158,,88079.4,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,,2017-12-27,
1414,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.128.671-7,300222,ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI II,55.236.152/0001-80,400687.0,CEI INDIR - JOVA RURAL,158,48.0,95582.32,,,2015-12-20,2018-06-19,Encerrado,2013-06-13,2015-07-08,2014-12-15,2017-12-31
6572017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0053286-7,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400457.0,"CEI INDIR - JULIO LAMAS RIVERA, DR.",158,48.0,99622.44,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-12-04,
2325,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.267.773-0,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400457.0,"CEI INDIR - JULIO LAMAS RIVERA, DR.",154,66.0,97942.7,,,2015-10-21,2018-04-20,Encerrado,2015-10-21,2016-01-27,2015-10-19,2017-12-31
1406,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2011-0.129.105-9,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400457.0,"CEI INDIR - JULIO LAMAS RIVERA, DR.",158,48.0,84262.8,,,2013-11-18,2016-05-17,Encerrado,2011-05-18,2015-01-30,2014-12-15,2015-10-21
11752017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058378-0,300402,COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA,43.473.487/0001-32,400483.0,CEI INDIR - MALVINA RODRIGUES VIEIRA,79,9.0,52888.81,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-26,
1431,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.068.308-9,300402,COORDENACAO REGIONAL DE OBRAS DE PROMOCAO HUMANA,43.473.487/0001-32,400483.0,CEI INDIR - MALVINA RODRIGUES VIEIRA,79,18.0,52857.84,,,2015-10-10,2018-04-09,Encerrado,2013-04-10,2016-02-15,2014-12-15,2017-12-31
14212017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058762-9,300307,CENTRO DE ORIENTACAO A FAMILIA- COR,43.633.288/0001-44,400623.0,CEI INDIR - NAIR SALGADO,150,82.0,104214.36,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2018-05-10,2017-12-29,
1459,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2014-0.152.820-8,300307,CENTRO DE ORIENTACAO A FAMILIA- COR,43.633.288/0001-44,400623.0,CEI INDIR - NAIR SALGADO,160,64.0,97254.22,,,2017-02-01,2019-07-31,Encerrado,2014-07-31,2017-02-01,2014-12-16,2017-12-31
11822017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058368-2,300215,ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA,02.262.227/0001-30,400677.0,CEI INDIR - PARQUE NOVO MUNDO II,183,48.0,110823.69,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,,2017-12-26,
2423,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.301.853-5,300215,ASSOCIACAO SOCIO CULTURAL IDEIA SOLIDARIA,02.262.227/0001-30,400677.0,CEI INDIR - PARQUE NOVO MUNDO II,183,48.0,106352.82,,,2015-11-23,2018-05-22,Encerrado,2015-11-23,2016-02-01,2015-11-11,2017-12-31
1439,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2011-0.099.399-8,300317,CENTRO SOCIAL LEAO XIII,60.980.364/0001-07,400677.0,CEI INDIR - PARQUE NOVO MUNDO II - ARCANJO MIGUEL,186,51.0,99316.14,,,2014-01-06,2016-07-05,Encerrado,2011-06-17,2015-04-17,2014-12-16,2015-11-19
7202017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0054044-4,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400567.0,CEI INDIR - PEROLA BYINGTON,476,180.0,273845.7,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-12-06,
1337,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2014-0.129.665-0,300428,CRUZADA PRO INFANCIA,60.915.790/0001-67,400567.0,CEI INDIR - PEROLA BYINGTON,469,191.0,240218.31,,,2017-01-08,2019-07-07,Encerrado,2014-07-08,2016-12-05,2014-12-10,2017-12-31
11712017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058361-5,300222,ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI II,55.236.152/0001-80,306337.0,CEI INDIR - SIGNE CARLSON,140,34.0,88190.82,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-26,
20170062,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2017-0.067.526-1,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400748.0,CEI INDIR - VILA GUILHERME,216,95.0,127535.18,,,2017-05-16,2019-11-15,Encerrado,2017-05-16,2017-10-06,2017-04-27,2017-12-31
9632017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0056167-0,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400748.0,CEI INDIR - VILA GUILHERME,218,80.0,134200.8,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-19,
1471,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2011-0.225.395-9,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400748.0,CEI INDIR - VILA GUILHERME,212,95.0,125860.46,,,2014-11-16,2017-05-15,Encerrado,2012-05-16,2016-02-01,2014-12-17,2017-05-15
8182017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0055451-8,300246,ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB,61.705.877/0001-72,400455.0,CEI INDIR - VILA GUSTAVO,257,40.0,142055.55,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-13,
2158,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.110.428-0,300246,ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB,61.705.877/0001-72,400455.0,CEI INDIR - VILA GUSTAVO,247,72.0,135443.22,,,2015-07-01,2017-12-31,Encerrado,2015-06-30,,2015-08-12,2017-12-31
1456,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2010-0.145.958-6,300246,ASSOCIAÇÃO EVANGELICA BENEFICENTE - AEB,61.705.877/0001-72,400455.0,CEI INDIR - VILA GUSTAVO,247,72.0,115410.0,,,2013-01-01,2015-06-30,Encerrado,2012-12-28,2014-01-30,2014-12-16,2015-06-30
9592017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0055923-4,300565,SOCIEDADE BENEFICENTE SAO CAMILO,60.975.737/0001-51,400450.0,CEI INDIR - VILA MARIA,188,55.0,114747.3,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-18,
1454,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.065-2,300565,SOCIEDADE BENEFICENTE SAO CAMILO,60.975.737/0001-51,400450.0,CEI INDIR - VILA MARIA,190,55.0,110956.65,,,2015-08-08,2018-01-07,Encerrado,2013-02-08,2016-01-12,2014-12-16,2017-12-31
6122017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0052795-2,300317,CENTRO SOCIAL LEAO XIII,60.980.364/0001-07,400451.0,CEI INDIR - VILA MARIA ALTA,244,54.0,139597.62,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,2017-12-28,2017-12-01,
1455,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.693-0,300317,CENTRO SOCIAL LEAO XIII,60.980.364/0001-07,400451.0,CEI INDIR - VILA MARIA ALTA,237,85.0,134122.66,,,2015-07-01,2017-12-31,Encerrado,2012-12-28,2012-12-28,2014-12-16,2017-12-31
62017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0047796-3,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400721.0,CEI INDIR - VILA MEDEIROS,486,109.0,261252.12,,,2017-06-14,2022-06-13,Aprovado,2017-06-14,,2017-06-08,
1332,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2014-0.295.808-7,300592,SOCIEDADE EDUCATIVA E BENEFICENTE ESTRELA DA ESPERANCA,22.690.069/0004-70,400721.0,CEI INDIR - VILA MEDEIROS,486,109.0,243665.5,,,2014-10-30,2017-04-29,Encerrado,2014-10-30,2016-02-01,2014-12-10,2017-04-29
20170029,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2016-0.133.199-8,800252,ASSOCIACAO COMUNITARIA DO LAJEADO E ADJACENCIAS,05.118.910/0001-97,,CEIESTRELA DE DAVI,137,72.0,0.0,14000.0,680.56,,,Reprovado,,,2017-03-03,
20170035,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2016-0.133.197-1,800077,INSTITUTO DE EDUCAÇÃO INTEGRAÇÃO E ASSISTÊNCIA SOCIAL,03.543.404/0001-10,,COSME DAMIAOE DOUM,129,106.0,0.0,,1290.07,,,Reprovado,,,2017-03-03,
1437,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2014-0.083.935-8,300186,ASSOCIACAO DOS MORADORES DA ZONA NORTE,54.325.238/0001-16,307786.0,CR.P.CONV - RAIO DE SOL III,91,18.0,57245.05,4660.95,,2016-10-01,2019-04-30,Encerrado,2014-04-01,2017-07-14,2014-12-16,2017-12-31
7442017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0054456-3,800225,APOIO ASSOCIAÇÃO DE AUXÍLIO MUTUO DA REGIÃO LESTE,74.087.081/0001-45,308975.0,CR.P.CONV - ACONCHEGO,91,27.0,63506.4,5246.9,503.05,2017-12-18,2022-12-17,Aprovado,2017-12-18,2017-12-18,2017-12-07,
6282017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0053445-2,300133,ASS DE AMIGOS EM PROL DA EDUCACAO INFANTIL,10.362.214/0001-61,307291.0,CR.P.CONV - AGUINALDO SOARES,65,,43336.55,1850.0,51.6,2017-12-08,2022-12-07,Aprovado,2017-12-08,2017-12-08,2017-12-01,
2157,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.095.283-0,300133,ASS DE AMIGOS EM PROL DA EDUCACAO INFANTIL,10.362.214/0001-61,307291.0,CR.P.CONV - AGUINALDO SOARES,60,17.0,41778.56,1400.0,,2015-06-08,2017-12-07,Encerrado,2015-06-02,,2015-08-12,2017-12-07
1581,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2009-0.234.825-2,300133,ASS DE AMIGOS EM PROL DA EDUCACAO INFANTIL,10.362.214/0001-61,307291.0,CR.P.CONV - AGUINALDO SOARES,60,17.0,35675.0,740.44,,2012-12-08,2015-06-07,Encerrado,2010-06-08,2012-12-07,2015-01-22,2015-06-07
14542017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058958-3,300673,ASSOCIAÇÃO SEARA NORTE,62.779.384/0001-40,308319.0,CR.P.CONV - AIDA CONCEICAO PITTOL DA SILVA,513,119.0,275754.27,34534.23,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-29,
2107,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.147.899-7,300673,ASSOCIAÇÃO SEARA NORTE,62.779.384/0001-40,308319.0,CR.P.CONV - AIDA CONCEICAO PITTOL DA SILVA,498,120.0,258395.76,34534.23,,2015-07-17,2018-01-16,Encerrado,2015-07-17,2017-10-06,2015-08-05,2017-12-31
12712017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0057994-4,300614,ASS METODISTA DE ACAO SOCIAL - AMAS AGUA FRIA,51.933.349/0001-17,306439.0,CR.P.CONV - AMAS AGUA FRIA,67,9.0,46556.29,5078.62,278.52,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-27,
1338,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.603-5,300614,ASS METODISTA DE ACAO SOCIAL - AMAS AGUA FRIA,51.933.349/0001-17,306439.0,CR.P.CONV - AMAS AGUA FRIA,66,9.0,42973.44,2915.94,253.2,2015-07-01,2017-12-31,Encerrado,2012-12-27,2012-12-27,2014-12-10,2017-12-31
6622017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0053593-9,300681,ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI,52.399.292/0001-80,306438.0,CR.P.CONV - AMAS TUCURUVI,70,,45975.1,,,2018-01-01,2022-12-31,Aprovado,2017-12-28,,2017-12-04,
1341,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.053-8,300681,ASS METODISTA DE ACAO SOCIAL AMAS TUCURUVI,52.399.292/0001-80,306438.0,CR.P.CONV - AMAS TUCURUVI,70,,42961.6,,,2015-07-01,2017-12-31,Encerrado,2012-12-28,2015-06-30,2014-12-10,2017-12-31
14252017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0058778-5,300165,ASS DE PROMOCAO SOCIAL MAIS UMA ESTRELA QUE NASCE,50.955.665/0001-27,306325.0,CR.P.CONV - ANDRE REGO DOS SANTOS,263,35.0,143541.45,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2018-10-18,2017-12-29,
1375,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.285.483-0,300165,ASS DE PROMOCAO SOCIAL MAIS UMA ESTRELA QUE NASCE,50.955.665/0001-27,306325.0,CR.P.CONV - ANDRE REGO DOS SANTOS,240,69.0,131851.02,,,2015-07-01,2017-12-31,Encerrado,2012-12-28,2016-02-15,2014-12-11,2017-12-31
6172018,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2018/0016359-6,800225,APOIO ASSOCIAÇÃO DE AUXÍLIO MUTUO DA REGIÃO LESTE,74.087.081/0001-45,309097.0,CR.P.CONV - ARVORES DA VIDA,126,42.0,83841.96,4000.0,321.91,2018-06-06,2023-06-05,Aprovado,2018-06-06,,2018-04-04,
6602017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0053449-5,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,306708.0,CR.P.CONV - ASBEN II,104,,63307.26,7111.32,853.13,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-04,
2351,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.267.766-7,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,306708.0,CR.P.CONV - ASBEN II,90,,54355.8,7111.32,741.86,2015-11-11,2018-05-10,Encerrado,2015-11-11,2017-05-19,2015-10-23,2017-12-31
2349,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.279.052-8,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,306708.0,CR.P.CONV - ASBEN II,146,48.0,90412.48,18000.0,1135.4,2015-11-16,2018-05-15,Encerrado,2015-11-16,,2015-10-23,2015-11-16
1472,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.211.732-3,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,306708.0,CR.P.CONV - ASBEN II,90,,47918.4,6043.73,,2013-09-26,2016-03-25,Encerrado,2014-09-05,,2014-12-17,2015-11-11
8072017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0054326-5,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,306937.0,CR.P.CONV - ASBEN III,110,30.0,73426.5,4862.46,624.06,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-13,
1383,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.121.687-5,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,306937.0,CR.P.CONV - ASBEN III,110,30.0,70472.3,4862.46,567.33,2015-12-02,2018-06-01,Encerrado,2013-05-24,2017-05-19,2014-12-12,2017-12-31
6082017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0052695-6,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,308478.0,CR.P.CONV - ASBEN JACANA,130,18.0,79862.64,15171.0,2332.33,2018-01-01,2022-12-31,Aprovado,2017-12-29,2018-09-03,2017-12-01,
2489,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.279.052-8,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,308478.0,CR.P.CONV - ASBEN JACANA,130,39.0,81477.53,15000.0,1158.99,2015-11-16,2018-05-15,Encerrado,2015-11-16,2017-05-19,2015-11-27,2017-12-31
2262017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0044915-3,300171,ASS DO BEM ESTAR SOCIAL DA ZONA NORTE,96.476.924/0001-38,308876.0,CR.P.CONV - ASBEN SEKOIA,182,35.0,107249.4,18000.0,,2017-10-30,2022-10-29,Aprovado,2017-10-30,2017-10-30,2017-10-20,
42017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0047951-6,300673,ASSOCIAÇÃO SEARA NORTE,62.779.384/0001-40,306447.0,CR.P.CONV - AUGUSTA CORDEIRO DA ROCHA,447,132.0,249309.21,20578.83,8208.91,2017-05-28,2022-05-27,Aprovado,2017-05-26,2017-05-26,2017-06-06,
1373,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2012-0.136.582-8,300673,ASSOCIAÇÃO SEARA NORTE,62.779.384/0001-40,306447.0,CR.P.CONV - AUGUSTA CORDEIRO DA ROCHA,476,158.0,250282.22,20346.88,,2014-11-28,2017-05-27,Encerrado,2012-05-28,2017-05-19,2014-12-11,2017-05-27
11812017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0057651-1,800108,ASSOCIAÇÃO RECANTO VERDE,00.097.043/0001-37,308501.0,CR.P.CONV - BIANCA BABY,70,9.0,48139.42,6000.0,,2018-01-01,2022-12-31,Aprovado,2017-12-29,2017-12-29,2017-12-26,
2364,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.286.173-5,800108,ASSOCIAÇÃO RECANTO VERDE,00.097.043/0001-37,308501.0,CR.P.CONV - BIANCA BABY,70,9.0,46249.23,6000.0,,2015-12-09,2018-06-08,Encerrado,2015-12-09,2015-12-09,2015-10-28,2017-12-31
11362017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0057992-8,300955,ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA,54.963.913/0001-32,308018.0,CR.P.CONV - CAMINHANDO PARA O FUTURO,126,37.0,82639.56,,1179.72,2018-01-01,2022-12-31,Aprovado,2017-12-29,2018-07-03,2017-12-22,
2350,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.261.155-0,300955,ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA,54.963.913/0001-32,308018.0,CR.P.CONV - CAMINHANDO PARA O FUTURO,132,46.0,83927.26,6162.68,1179.72,2015-11-11,2018-05-10,Encerrado,2015-11-11,2015-11-11,2015-10-23,2017-12-31
1450,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2013-0.271.227-2,300955,ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA,54.963.913/0001-32,308018.0,CR.P.CONV - CAMINHANDO PARA O FUTURO,134,38.0,73147.6,5317.29,,2013-12-05,2016-06-04,Encerrado,2012-12-05,2015-01-30,2014-12-16,2015-11-11
11512017,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,6016.2017/0056920-5,300955,ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA,54.963.913/0001-32,308329.0,CR.P.CONV - CAMINHANDO PARA O FUTURO II,70,,45975.1,,,2018-01-01,2022-12-31,Aprovado,2017-12-29,,2017-12-26,
2112,108800,DIRETORIA REGIONAL DE EDUCACAO JACANA/TREMEMBE,2015-0.177.459-6,300955,ASSOCIACAO DOS MORADORES DO JARDIM FILHOS DA TERRA,54.963.913/0001-32,308329.0,CR.P.CONV - CAMINHANDO PARA O FUTURO II,70,,44207.4,,,2015-07-24,2018-01-23,Encerrado,2015-07-24,,2015-08-05,2017-12-31
